VIOLATION_TYPE,DISPOSITION,FINE_AMOUNT,LATITUDE,LONGITUDE
11/4/2110,N,300,41.982288009741126,-87.66357326795904
11-4-1500,N,0,41.86031302470989,-87.68858584790938
8-32-090(a) Full Description: Mechanical stationary sources.,LIABPLEA,3500,41.911259967809826,-87.63598750990852
7-28-490 Full Description: Roofers.,NOTLIAB,0,41.891391310701145,-87.75654811677296
7-28-080,N,500,41.923518888627385,-87.64881912244884
11-4-630,NA,NA,41.74347940733145,-87.64301022790474
11-4-240,N,0,41.86851861033221,-87.68988581072735
11-4-2180A,N,0,42.00776549837537,-87.66777445467486
4-108-355 Full Description: Full Description: Filling Stations - semiannual surficial cleaning and recordkeeping requirement,LIABPLEA,600,41.84521320480591,-87.68474997111633
4-108-355 Full Description: Full Description: Filling Stations - semiannual surficial cleaning and recordkeeping requirement,LIABPLEA,500,41.76571747999392,-87.62034964354403
13-32-125(2)(c) Full Description: Full Description: Construction site cleanliness - fabric mesh,LIABPLEA,350,41.87743204716797,-87.6717679389119
7-28-080,L,1000,41.893435999277635,-87.6295533135753
4-108-355 Full Description: Full Description: Filling Stations - semiannual surficial cleaning and recordkeeping requirement,LIABPLEA,1000,41.97549167738373,-87.71340954570594
11-4-2190A,L,2000,41.763909558203146,-87.5606414961611
7-28-390,N,300,41.85417788430709,-87.62725836259462
11-4-030,LIABPLEA,-750,41.887618466084334,-87.73058216130761
11-4-1500,N,500,41.886417324781966,-87.69734030812349
7-28-080,N,1000,41.89418045475969,-87.62821812644587
11-4-1040,N,200,41.80428511018805,-87.66470861021538
7-28-080,N,0,41.97804088068211,-87.79291124677499
9-80-095,NA,NA,41.84936532876269,-87.61801761054971
11-4-660 Full Description: Full Description: Owner of process equipment must provide instructions on proper operation,DEFAULT,5000,41.89055289862273,-87.6874996014784
7-28-080 Full Description: Nuisance in connection with a business,LIABPLEA,-300,41.910132240414285,-87.6946003938662
11-4-240,L,300,41.91482042670598,-87.77555966968384
13-32-125(2)(a) Full Description: Full Description: Construction site cleanliness - off-site dispersion of dust and debris,LIABPLEA,200,41.917721750308814,-87.64350245623685
11-4-630,L,200,41.97151282243481,-87.65165772952028
7-28-080 Full Description: Nuisance in connection with business.,LIABPLEA,800,41.90198594583429,-87.62453666947461
11-4-630,L,300,41.96687069835548,-87.69175172699808
11-4-660 Full Description: Owner of process equipment must provide instructions on proper operation,LIABPLEA,-1000,41.96377835608864,-87.72775926968744
11-4-670,NA,300,41.88052836488301,-87.73314615348983
11-4-660 Full Description: Owner of process equipment must provide instructions on proper operation,LIABPLEA,-1000,41.68597770757004,-87.62548136876106
11-4-1905(4A),N,0,41.842314738536054,-87.6622471343852
11-4-760,DEFAULT,5000,41.90573047256001,-87.62659911675307
11-4-1585,N,200,41.89777949866775,-87.75955756366035
11-4-765(2)(b) Full Description: Construction site cleanliness.,DEFAULT,1000,41.83582103639405,-87.63540785152202
7-28-080,N,100,41.98850243726632,-87.66826453670988
11-4-470,NA,50,41.941541405646134,-87.70782997652198
7-28-720,L,50,41.93915314321546,-87.71330828574018
7-28-080,N,500,41.88436187748195,-87.63316453760919
7-28-720,L,500,41.90221639788775,-87.63125231730768
7-28-440,NA,2500,41.719759334421575,-87.55969086862598
11-4-765(2)(c) Full Description: Construction site cleanliness.,LIABPLEA,950,41.89534131091076,-87.66246503798563
11-4-740,L,1500,41.884689626135945,-87.68804892530277
7-28-390,L,0,41.815071241733406,-87.74097899057384
"11-4-2190(a) Full Description: Sandblasting, grinding and chemical washing of buildings, facilities or other structures; permit and notification requirements; performance standards for lead paint abatement; and disposal of debris.",NONSUIT,0,41.81474295991266,-87.59836694566978
11/4/2520,N,260,41.83517807083239,-87.70490856262688
13-32-125(2)(c) Full Description: Full Description: Construction site cleanliness - fabric mesh,DEFAULT,500,41.914285420420995,-87.63782142840799
11-4-740 null,LIABPLEA,-1000,41.85842421371203,-87.71655900344355
11-4-740,N,300,41.837316365824655,-87.70601573187902
11-4-760,N,300,41.816424565405264,-87.62752461363552
7-28-750,L,100,41.909564173535095,-87.64111436580305
7-28-390,N,2000,41.815071241733406,-87.74097899057384
11-4-1150,N,300,41.89990012304632,-87.62400692325267
11-4-770,L,500,41.99369661042934,-87.66388563501029
11-4-630,NA,200,41.860347619131254,-87.72241809641268
11-4-2520 Full Description: Permit - Required.,LIABLE,6000,41.83729914075507,-87.70692883934217
7-28-080,L,300,41.88748426414027,-87.74349873554296
11-4-030,NONSUIT,0,41.915350584255755,-87.65856156811617
11-4-770,N,400,41.86992493110463,-87.63336280809025
11-4-830,L,200,41.897265045029854,-87.65811217517144
11-4-590,L,200,41.87295856013018,-87.76288652962799
11-4-240,L,200,41.98673177631447,-87.66001540426363
7-28-720 Full Description: Accumulation of materials or junk.,NONSUIT,0,41.765967739579864,-87.59113893212464
7-28-080,N,1500,41.7326596283645,-87.64477624512547
7-28-080,L,500,41.83322270974392,-87.66102208219847
11/4/2190,N,200,41.96544519822404,-87.76307969532284
"11-4-1420 Full Description: Ballast tank, bilge tank or other discharge prohibited",NONSUIT,NA,41.862306077461064,-87.60952224708733
7-28-720 Full Description: Accumulation of materials or junk which provides rat harborage,NONSUIT,NA,41.911470112511175,-87.68831952293345
11-4-030,LIABPLEA,-800,41.84850290525709,-87.66336148216482
11-4-2520 Full Description: Permit - Required.,LIABPLEA,1000,41.95577000031354,-87.74315986405519
11-4-630,NA,600,41.823071491190085,-87.68573597346679
7-28-080,L,1500,41.786989722738504,-87.64055887722357
13-32-125 (2A),L,200,41.8308552503696,-87.64649401721455
13-32-125(2)(k) Full Description: Construction site cleanliness - general contractor must take measures to prevent track-out,LIABPLEA,-500,41.67922094317526,-87.62500792109059
11-5-023,L,100,41.76583496670827,-87.61445419109702
11-4-1500,N,100,41.88524870648636,-87.672359845788
11-4-1905(2B),L,1000,41.98621522859676,-87.7006004560529
11-4-760,NA,40,41.823071491190085,-87.68573597346679
11-4-1150F,L,100,41.88098381451223,-87.69353716931127
7-28-080,L,150,41.89650096581352,-87.6671564359518
11-4-1500,N,300,41.90915851250663,-87.62999790237387
7-28-080,NA,250,41.89278249768239,-87.69310997546316
11-4-660 Full Description: Full Description: Owner of process equipment must provide instructions on proper operation,DEFAULT,5000,41.92520520850439,-87.72664562418457
11-4-630,L,500,41.75021483919129,-87.55205511480973
11-4-630,NA,600,41.86300032544193,-87.6239064485614
7-28-080,N,1000,41.94700404013876,-87.74051859596935
11-4-1905(4)(a) Full Description: Construction or demolition site waste recycling.,LIABPLEA,300,41.95515430870158,-87.68864620141261
4-4-210,NA,500,41.66170144002807,-87.57818421347783
7-28-720,L,300,41.786485235679486,-87.67666544295489
11-4-1905(4A),N,300,41.778682467172374,-87.58878288343818
7-28-080,N,1000,42.00054322556378,-87.66119449470573
7-28-080,NA,NA,41.847962017157435,-87.73395526299672
11-4-2520 Full Description: Recycling facility permit required,LIABPLEA,-300,41.94721432270906,-87.74133992122219
11-4-660,NA,NA,41.74288958565808,-87.68282663855302
13-32-125 (2F),L,200,41.68465137522348,-87.7101632800835
7-28-060,N,400,41.965202235090736,-87.6501580983785
4-108-355 Full Description: Full Description: Filling Stations - semiannual surficial cleaning and recordkeeping requirement,NONSUIT,0,41.73639447257047,-87.6144439804899
4-108-355 Full Description: Full Description: Filling Stations - semiannual surficial cleaning and recordkeeping requirement,LIABPLEA,500,41.960805893505096,-87.74739599712935
11-4-1500 Full Description: Full Description: Treatment and disposal of solid or liquid waste,NONSUIT,0,41.90983422881643,-87.68706013114304
13-32-125 (2C),L,200,41.96882196806735,-87.6985517925064
7-28-440 Full Description: Full Description: Dumping on real estate without permit - violation,NONSUIT,0,41.89814376492781,-87.71106264743953
7-28-080 Full Description: Nuisance in connection with business.,LIABPLEA,300,41.947211462047235,-87.66199507807693
4-4-020,NA,400,41.84595343949136,-87.68562032824758
8-28-020,N,500,41.84181026572035,-87.646227365435
7-28-080,N,100,41.92700809602405,-87.64117431057976
11-4-630,NA,800,41.86103710777554,-87.72273530494301
11-4-830,NA,100,41.91096863252097,-87.64107405118226
7-28-080,L,1500,41.75517701843655,-87.5904756395168
7-28-080,L,500,41.901329512772975,-87.67705814544
13-32-125(2)(a) Full Description: Full Description: Construction site cleanliness - off-site dispersion of dust and debris,LIABPLEA,500,41.87643977972195,-87.6517217491399
11-4-1380,NA,100,41.941121545449974,-87.71953058238621
13-32-125 (2A),NA,400,41.74662547664712,-87.64407080362334
7-28-080,L,1300,41.87999411607446,-87.68425853635601
11-4-660 Full Description: Full Description: Owner of process equipment must provide instructions on proper operation,LIABPLEA,1000,41.95577000031354,-87.74315986405519
4-108-350 Full Description: Full Description: Filling Stations - spill or overfill containment and cleanup requirement,NA,NA,41.832133802910384,-87.69472805927644
7-28-080,N,5000,41.89520080133718,-87.74161235043977
7-28-390,L,0,41.815071241733406,-87.74097899057384
4-4-210,NA,NA,41.8880742810662,-87.63495520292739
11-4-030,LIABPLEA,300,41.823004730241465,-87.67502094590228
11-4-030,LIABPLEA,300,41.70265550015945,-87.5499071409203
11-4-1905(2B),N,300,41.93090669798816,-87.64909751313614
7-28-080,N,0,41.88331994624807,-87.63426843367245
11-4-2657 Full Description: Prohibited activities at recycling facilities,NONSUIT,NA,41.698132252527905,-87.60714411685109
11-4-240,L,200,41.93702354427299,-87.69342120366377
7-28-080,N,NA,41.85243691360226,-87.70756189848109
11-4-2190D,N,2000,41.88665513164298,-87.6671633458753
13-32-125 (2C),NA,NA,41.97062446660316,-87.66784345802343
11-4-240,N,0,41.73882170018243,-87.56774509799111
7-28-120,N,400,41.80155610197828,-87.64085502995073
11-4-770,L,2000,41.83322270974392,-87.66102208219847
13-32-125(2)(b) Full Description: Full Description: Construction site cleanliness - chain link fence,LIABPLEA,700,41.903981559616994,-87.69675889109676
11-4-630,L,300,41.953406251096254,-87.75727588713782
7-28-750,N,500,41.93225582002693,-87.69077723158622
7-28-780,NA,300,41.786485235679486,-87.67666544295489
11-4-630,NA,150,41.851551840089186,-87.66587169900897
4-4-210,NA,100,41.885821975202035,-87.67661727275502
7-28-720,L,2300,41.95751164251156,-87.68507463839794
7-28-080 Full Description: Nuisance in connection with business.,DEFAULT,1000,41.80252988698073,-87.59193633932374
"11-4-2190(g) Full Description: Sandblasting, grinding and chemical washing of buildings, facilities or other structures; permit and notification requirements; performance standards for lead paint abatement; and disposal of debris.",LIABPLEA,5000,41.92478558809447,-87.68833070101347
11-4-240,N,0,41.90035516338191,-87.64372907066375
11-4-1120,N,0,41.97804088068211,-87.79291124677499
7-28-660,L,3500,41.84855101772603,-87.64664951068895
11-4-1500 Full Description: Full Description: Treatment and disposal of solid or liquid waste,LIABPLEA,2000,41.84645704734817,-87.68677799100372
11-4-630,NA,300,41.93555147363976,-87.76624743144635
7-28-080,L,300,41.89418777452211,-87.67796234711956
11-4-760,LIABPLEA,1000,41.84850290525709,-87.66336148216482
4-4-210,NA,100,41.93111619140478,-87.66337331583408
7-28-720 Full Description: Accumulation of materials or junk.,LIABPLEA,300,41.83302145522481,-87.65116928469239
11-4-770,L,300,41.8670735441756,-87.65872692381144
11-4-1905(4A),L,1000,41.83824853992775,-87.63903769732303
11-4-760,LIABPLEA,-4000,41.89335935419248,-87.62984514678733
7-28-080,N,500,41.89990285641715,-87.72636924867776
11-4-260,N,200,41.90074875075892,-87.73924034651715
4-4-020,NA,NA,41.85794205877055,-87.64947177765433
"11-4-1585 Full Description: Full Description: Person responsible for waste removal from any residence, business, lot, or unimproved parcel of real estate",DEFAULT,1000,42.01129385273521,-87.6749178023555
"11-4-1040 Full Description: Full Description: Prohibited wastes - no person shall discharge prohibited wastes into any sewer, watercourse, natural outlet or waters",NONSUIT,0,41.9394098069268,-87.68270154344981
11-4-765(2)(k) Full Description: Construction site cleanliness.,LIABPLEA,900,41.89683194524713,-87.6662295492055
7-28-070,G,300,41.7663241577171,-87.59114852331074
11/4/2100,L,500,41.89592243641311,-87.66978599824554
7-28-080 Full Description: Nuisance in connection with a business,DEFAULT,-1000,41.76477901884579,-87.68503835665116
11-4-030,LIABPLEA,-300,41.81845297901831,-87.65624614125167
11-4-1500 Full Description: Treatment and disposal of solid or liquid waste,NONSUIT,NA,41.871116619187575,-87.74314479829718
13-32-125(2)(b) Full Description: Full Description: Construction site cleanliness - chain link fence,LIABPLEA,500,41.844407330022506,-87.70509984940453
7-28-440,NA,2300,41.78510447106804,-87.6584338681221
13-32-125(2)(b) Full Description: Construction site cleanliness - chain link fence,LIABPLEA,-300,41.82834105119011,-87.6850377436573
11-4-2410B C(21),N,100,41.85273628145704,-87.64740103363351
11-4-630,N,800,41.87966272698894,-87.7141361238569
11-4-1905(4A),N,0,41.81341334389112,-87.61169998799468
13-32-125(2)(c) Full Description: Full Description: Construction site cleanliness - fabric mesh,LIABPLEA,200,41.99922805793047,-87.78975728710643
11/4/2520,L,200,41.88700668376808,-87.69876282465547
4-4-020,NA,200,41.85026010239481,-87.72744599123027
11-4-1150,L,195,42.004565592519235,-87.70841094425673
4-108-355 Full Description: Full Description: Filling Stations - semiannual surficial cleaning and recordkeeping requirement,NONSUIT,0,41.91127206809849,-87.63311717438927
7-28-730,N,200,41.76089295281712,-87.59884991564769
11-4-740,N,300,41.81316273503539,-87.59948440464524
11-4-1585,NA,NA,41.696671840093096,-87.60622214509954
11-4-240,N,0,41.85939656168345,-87.6906445629745
13-32-125 (2C),L,1500,41.80853797839761,-87.64566823838145
13-32-125(2)(c) Full Description: Construction site cleanliness - fabric mesh,LIABPLEA,-500,41.85912645919246,-87.64750618667749
13-32-125(2)(a) Full Description: Full Description: Construction site cleanliness - off-site dispersion of dust and debris,LIABPLEA,500,41.98502106791028,-87.67000507474434
11-4-640,NA,100,41.93872445612295,-87.66518493479528
11-4-765(2)(b) Full Description: Construction site cleanliness.,LIABPLEA,800,41.91429769457056,-87.64490044258858
13-32-125 (2B),L,200,41.813158306381474,-87.59805971726826
11-4-240,L,150,41.91663857669569,-87.75754093676328
11-4-1150,L,1300,41.91342542984803,-87.67006247023842
11-4-760,NA,100,41.823071491190085,-87.68573597346679
11-4-1040,NA,NA,41.892490235317815,-87.63475977875281
11-4-1500,N,300,41.982288009741126,-87.66357326795904
11-4-1500 Full Description: Full Description: Treatment and disposal of solid or liquid waste,LIABPLEA,1500,41.83729914075507,-87.70692883934217
11-4-1500,N,300,41.910626108665994,-87.74074584127769
13-32-125 (2B),L,200,41.9150697630761,-87.7658389426702
13-32-125 (2A),N,200,41.95717733809179,-87.6847701278183
4-108-355 Full Description: Full Description: Filling Stations - semiannual surficial cleaning and recordkeeping requirement,LIABPLEA,500,41.71247490069355,-87.61996082597439
11-4-840,NA,300,41.83319038619295,-87.64630990400521
"11-4-1585 Full Description: Full Description: Person responsible for waste removal from any residence, business, lot, or unimproved parcel of real estate",DEFAULT,5000,41.79109330163751,-87.68411066001639
11-4-030,LIABPLEA,-500,41.89713986876162,-87.70646243870529
13-32-125(2),L,300,41.91156997054477,-87.6502215779834
11-4-1500 Full Description: Treatment and disposal of solid or liquid waste,NONSUIT,NA,41.84614941649601,-87.62663105779203
11-4-670,NA,200,42.004620486431136,-87.66234491410465
11-4-025 (B),L,2000,41.722697026691804,-87.56574809281547
11-4-1500 Full Description: Full Description: Treatment and disposal of solid or liquid waste,NONSUIT,0,41.88410488570313,-87.72475237354743
"11-4-2190(a) Full Description: Sandblasting, grinding and chemical washing of buildings, facilities or other structures; permit and notification requirements; performance standards for lead paint abatement; and disposal of debris.",NONSUIT,0,41.84035110881878,-87.73432072203256
"11-4-2190(g) Full Description: Dust minimization - Containment, wetting or vacuuming; plan required",DEFAULT,-10000,41.97581136866308,-87.65794915244454
11-4-240,L,200,41.854200364176386,-87.6561710583694
11-4-1150,L,1500,41.894042758519575,-87.67344742592263
13-32-125(2)(a) Full Description: Full Description: Construction site cleanliness - off-site dispersion of dust and debris,NONSUIT,0,41.733187965897656,-87.58571269793553
7-28-750 Full Description: Full Description: Noncombustible screen fence required - duty of owner of open lot to maintain fence,LIABPLEA,400,41.89664122778304,-87.63868894383933
11-5-023,NA,NA,41.88458626715456,-87.63101044588599
13-32-125(2)(c) Full Description: Full Description: Construction site cleanliness - fabric mesh,LIABPLEA,200,41.94516133426055,-87.66234096500534
13-32-125(2)(c) Full Description: Construction site cleanliness - fabric mesh,LIABPLEA,-200,41.82852165003229,-87.64937275851184
4-108-350 Full Description: Full Description: Filling Stations - spill or overfill containment and cleanup requirement,DEFAULT,1000,41.827811518882214,-87.70469547355837
7-28-080,L,1000,41.9817166391991,-87.76012582487212
7-28-060,L,1500,41.97340853590491,-87.6558432439348
11-4-250 Full Description: null,LIABPLEA,1500,41.8256991347394,-87.66521358559594
7-28-395,L,600,41.93930896668016,-87.69339960414088
11-4-660 Full Description: Full Description: Owner of process equipment must provide instructions on proper operation,DEFAULT,5000,41.7935912941157,-87.66442763722142
11-4-1905(4A),L,300,41.82309894635125,-87.64120039745144
11-5-023,L,25,41.895938585560586,-87.66880607478487
13-32-125(2)(c) Full Description: Construction site cleanliness - fabric mesh,LIABPLEA,-700,41.85926866127601,-87.64576856605791
"11-4-1585 Full Description: Full Description: Person responsible for waste removal from any residence, business, lot, or unimproved parcel of real estate",LIABPLEA,5000,41.744357747217,-87.63783293000022
7-28-450,L,100,41.88514213226855,-87.6753335825157
11-4-630,G,200,41.88275122046334,-87.69983023860176
"11-4-2190(a) Full Description: Permit required for sandblasting, grinding or chemical washing",DEFAULT,-10000,41.83093457355214,-87.64049995942409
11/4/2170,N,500,41.855937685545,-87.64195369343673
11-4-1120,NA,50,41.884588371969095,-87.62327256105529
7-28-080,N,300,41.90659828753541,-87.62862585686169
11-4-1500 Full Description: Full Description: Treatment and disposal of solid or liquid waste,NONSUIT,0,41.88576719737417,-87.73307414793595
11-4-1500,N,NA,41.74745184699756,-87.57974052492116
13-32-125 (2H),L,600,41.86722782396882,-87.72195070207736
11-4-2170(d) Full Description: Full Description: Disposal of debris from demolitions and renovations,LIABPLEA,5000,41.77524840868115,-87.5901486873247
1-20-020,L,12909.3,41.69295737463401,-87.63359704466569
13-32-125 (2E),L,1500,41.76574633554129,-87.59691235556761
11-4-1150,L,100,41.923435862385645,-87.654024129553
7-28-080,N,300,41.90583342688157,-87.6816433700393
11-4-030,LIABPLEA,500,41.89520080133718,-87.74161235043977
11-4-620,LIABPLEA,1000,41.7582508065721,-87.61779767256007
7-28-080,L,800,41.88269308203142,-87.70535910062505
11-4-2835(A),L,300,41.89935473944382,-87.621791301926
7-28-440,L,6500,41.8828557848076,-87.6904546606948
7-28-390,L,2000,41.815071241733406,-87.74097899057384
7-28-440,N,0,41.815071241733406,-87.74097899057384
4-108-355 Full Description: Full Description: Filling Stations - semiannual surficial cleaning and recordkeeping requirement,NONSUIT,0,41.975765419442304,-87.78522772614805
11-4-765(2)(k) Full Description: Construction site cleanliness.,LIABPLEA,750,41.946303305997894,-87.70997229621189
11-4-1500,NA,200,41.76644912181148,-87.58648559833821
11-4-2170(a) Full Description: Demolition and renovations; permit and notification requirements; performance standards for asbestos abatement; control and disposal of dust and debris.,DEFAULT,5000,41.96544482937855,-87.7120142047815
7-28-720,NA,0,41.881240722323525,-87.67801363409322
7-28-720 Full Description: Accumulation of materials or junk.,LIABPLEA,1000,41.914556015213925,-87.64491062876655
13-32-125(2)(b) Full Description: Full Description: Construction site cleanliness - chain link fence,LIABPLEA,500,41.94498887363277,-87.6568338220661
11-4-1380,NA,0,41.84880981903767,-87.73568643947426
7-28-080,G,600,41.69206629886646,-87.65729571386744
11-4-030,NONSUIT,0,41.81845297901831,-87.65624614125167
11/4/2190,L,5000,41.889682960687374,-87.63712095614753
11-4-630,NA,50,41.823071491190085,-87.68573597346679
11-4-1500,NA,125,41.87388991153422,-87.69797728296217
7-28-440 Full Description: Dumping on real estate without permit - violation,LIABPLEA,-500,41.90207820909804,-87.761376619682
11-4-240,N,0,41.86592137410594,-87.73508384219518
13-32-125(2K),L,500,41.720848926600524,-87.68191511255615
7-28-720,N,7500,41.94508575158862,-87.70301973071062
13-32-125(2)(b) Full Description: Full Description: Construction site cleanliness - chain link fence,NA,0,41.96672274609717,-87.70827325317387
7-28-080,NA,NA,41.94242923207006,-87.74226402126133
7-28-080,L,300,41.88700668376808,-87.69876282465547
7-28-080 Full Description: Nuisance in connection with business.,DEFAULT,1000,41.68841353502225,-87.61675048985684
7-28-440 Full Description: Full Description: Dumping on real estate without permit - violation,NONSUIT,0,41.867010107834254,-87.69329837456898
4-108-350 Full Description: Full Description: Filling Stations - spill or overfill containment and cleanup requirement,NA,NA,41.69253704193443,-87.62324926529826
11-4-030,LIABPLEA,-2500,41.83729914075507,-87.70692883934217
11-4-670,NA,100,41.74429713306096,-87.63575609207416
11-4-240,G,100,42.011765647994366,-87.67464608047997
7-28-080,NA,0,41.947446989826936,-87.721712828797
11-4-630,NA,100,41.837066141665275,-87.7078821616863
7-28-080,NA,NA,41.843305561239944,-87.63195840344387
"11-4-620(a)(1) Full Description: Permitting of facilities, devices, or processes for control of air pollution.",LIABPLEA,250,41.94525415835947,-87.67238979319875
"11-4-1585 Full Description: Person responsible for waste removal from any residence, business, lot, or unimproved parcel of real estate",LIABPLEA,-500,41.87532242816652,-87.72980999938812
13-32-125(2)(b) Full Description: Full Description: Construction site cleanliness - chain link fence,LIABPLEA,500,41.73975741059902,-87.56591147669802
7-28-660,N,300,41.8290223972468,-87.67965129918872
11-4-1500 Full Description: Full Description: Treatment and disposal of solid or liquid waste,LIABPLEA,10000,41.750069191308306,-87.58380661133742
4-160-020,NA,200,41.833614800820854,-87.73384269936778
"11-4-1585 Full Description: Full Description: Person responsible for waste removal from any residence, business, lot, or unimproved parcel of real estate",NONSUIT,0,41.76618883295386,-87.6636800430624
7-28-450,NA,NA,41.67538462666333,-87.57553071866162
7-28-080,NA,1700,41.88207259504381,-87.67990287498816
7-28-720 Full Description: Accumulation of materials or junk.,NONSUIT,0,41.96258376940161,-87.69009031399247
15-30-020,L,494.8,41.92148557508994,-87.66689407465765
13-32-125(2)(c) Full Description: Construction site cleanliness - fabric mesh,LIABPLEA,-250,41.871863611664104,-87.72905737264777
7-28-720,L,200,41.752904107326984,-87.58732058694696
7-28-080,L,1500,41.99802216925381,-87.69463112667239
13-32-125 (C),L,2700,41.882451064906185,-87.66978914748167
11-4-1500,N,300,41.923983827253174,-87.69567926806076
4-108-355 Full Description: Full Description: Filling Stations - semiannual surficial cleaning and recordkeeping requirement,LIABPLEA,500,41.73639447257047,-87.6144439804899
11-4-240,L,500,41.91482042670598,-87.77555966968384
4-108-350 Full Description: Full Description: Filling Stations - spill or overfill containment and cleanup requirement,DEFAULT,1000,41.894789438599936,-87.75954728056242
4-108-355 Full Description: Full Description: Filling Stations - semiannual surficial cleaning and recordkeeping requirement,NONSUIT,0,41.72115592190999,-87.65860104347387
11/4/2190,N,0,41.87263059671352,-87.69621165887834
13-32-125(2)(b) Full Description: Construction site cleanliness - chain link fence,LIABPLEA,-500,41.97345847389605,-87.72220415385999
7-28-080,L,5000,41.88231683582112,-87.66356706707126
11-4-1500,N,200,41.95554536405796,-87.71448904265408
11-4-2520 Full Description: Permit - Required.,NONSUIT,0,41.867010107834254,-87.69329837456898
11-4-765(2)(c) Full Description: Construction site cleanliness.,LIABPLEA,750,41.95417032399312,-87.66978810728347
13-32-125(2)(c) Full Description: Construction site cleanliness - fabric mesh,LIABPLEA,-200,41.896091405301384,-87.67275223938564
11-4-780,NA,NA,41.94242923207006,-87.74226402126133
7-28-750 Full Description: Full Description: Noncombustible screen fence required - duty of owner of open lot to maintain fence,LIABLE,300,41.79828531153699,-87.74276776518593
13-32-125(2)(b) Full Description: Full Description: Construction site cleanliness - chain link fence,LIABPLEA,200,41.95163768809229,-87.68582202363935
11-4-240,NA,NA,41.924209262492624,-87.74037835540899
7-28-390,N,0,41.815071241733406,-87.74097899057384
7-28-260,L,100,41.99481704318551,-87.71434276828107
7-28-720 Full Description: Accumulation of materials or junk.,LIABPLEA,300,41.671352996816374,-87.63703067545497
11/4/2190,L,2000,41.85280953058058,-87.64189093204503
11-4-760,LIABPLEA,1000,41.9689040712078,-87.71201145983936
11-4-1585A,L,500,41.90964408515797,-87.73637432846967
11-4-1500,NA,1900,41.881240722323525,-87.67801363409322
13-32-125(2)(b) Full Description: Full Description: Construction site cleanliness - chain link fence,LIABPLEA,600,41.91542503133261,-87.64130605635239
7-28-080,N,200,41.85273628145704,-87.64740103363351
7-28-080,N,200,41.90198594583429,-87.62453666947461
7-28-080,N,300,41.9228782280199,-87.68743299972915
7-28-080,N,200,41.85813797298771,-87.71016153619453
11-4-030,NONSUIT,NA,41.757732551538695,-87.66375455479708
13-32-125(2)(b) Full Description: Full Description: Construction site cleanliness - chain link fence,LIABPLEA,500,41.94763073109908,-87.71627390557909
"11-4-2190(a) Full Description: Permit required for sandblasting, grinding or chemical washing",NONSUIT,NA,41.86474896195549,-87.68208729515094
11/4/2170,N,0,41.90842397482283,-87.67125630200123
4-4-020,NA,100,41.88666375083821,-87.67666673279759
7-28-080,N,100,41.99481704318551,-87.71434276828107
"11-4-2190(a) Full Description: Sandblasting, grinding and chemical washing of buildings, facilities or other structures; permit and notification requirements; performance standards for lead paint abatement; and disposal of debris.",NONSUIT,0,41.9214961167504,-87.67813310034009
NA,NA,14851.25,41.85615802762399,-87.73695173806202
13-32-125(2)(c) Full Description: Full Description: Construction site cleanliness - fabric mesh,LIABPLEA,500,41.93229257249851,-87.68671257120673
7-28-080 Full Description: Nuisance in connection with business.,LIABPLEA,300,41.88583096132014,-87.73416002331645
11-4-630,L,1000,41.8974353193836,-87.70413403903076
11-4-760,LIABPLEA,1000,41.94646779599633,-87.71202409706689
7-28-720,L,650,41.70401483306757,-87.60405846111925
7-28-080,N,200,41.974772849660816,-87.6565184797659
7-28-080,L,400,41.965202235090736,-87.6501580983785
11-4-760,NA,100,41.823071491190085,-87.68573597346679
11-4-760,LIABPLEA,1000,41.7048962488757,-87.66834304897851
7-28-440,G,1400,41.90334055502538,-87.67477439572198
11-4-2190A,N,800,41.918677083444614,-87.68729897134111
11-4-630,L,400,41.68813952569824,-87.55716784617832
11-5-022,NA,NA,42.007955796923454,-87.66961627508941
11-4-240,L,500,41.88665918287244,-87.67698700171944
7-28-080,N,200,41.733874397248385,-87.56086917109947
11/4/1930,L,200,41.83732256345383,-87.70571104855196
11-4-630,NA,200,41.823071491190085,-87.68573597346679
11-4-240,L,500,41.91482042670598,-87.77555966968384
7-28-090,N,400,41.97884884576581,-87.68090215510365
7-28-720,L,200,41.93922197130375,-87.72575886123174
11-4-780,N,600,41.830708583494214,-87.65748319286038
"11-4-2190(g) Full Description: Dust minimization - Containment, wetting or vacuuming; plan required",NONSUIT,NA,41.89946548414074,-87.68463400474575
11-4-1905(2A),N,0,41.924972885940186,-87.70049016782201
13-32-125(2)(c) Full Description: Full Description: Construction site cleanliness - fabric mesh,NONSUIT,0,41.76138290559714,-87.63226358027059
11-4-2190C,N,2500,41.815463128693835,-87.62123053699251
11-4-730 Full Description: Air pollution prohibited.,NONSUIT,0,41.88449511290981,-87.69283074015011
13-32-125 (B),NA,NA,41.98241931332188,-87.66237041764339
11-4-030 (29),N,400,41.887874275937776,-87.67127720096464
11-4-240,L,100,41.861126071501694,-87.68602986539041
11-4-2170(f) Full Description: Full Description: Rescheduling of demolition starting dates,LIABPLEA,2000,41.93438363782519,-87.77865260906522
11-4-660 Full Description: Owner of process equipment must provide instructions on proper operation,DEFAULT,-5000,41.99542811918201,-87.68966058092464
11-4-250 Full Description: null,NONSUIT,0,41.91214605460912,-87.74183483205343
11-4-660 Full Description: Full Description: Owner of process equipment must provide instructions on proper operation,DEFAULT,250,41.77315781192575,-87.6111108612534
