NAME,STREET,VIOLATIONS,INSPECTIONS,FORMAL_ACTIONS
DICKS SPORTING GOODS 1133,1100 S CANAL ST,0,0,0
"DICKS, ELLIOT",3555 W DICKENS,0,0,0
DICRONITE,2522 W CHICAGO AVE,0,0,0
DIGI PLOT SERVICES,345 N CANAL ST,0,0,0
DIGITAL LAKESIDE LLC,350 E CERMAK RD,0,0,0
DIGITAL REALTY TRUST LP,600-780 S FEDERAL,0,0,0
DIKE-O-SEAL INC,3965 S KEELER AVE,0,0,0
DIMENSION INX,1375 W FULTON ST STE 500,0,0,0
DISCOUNT PRIDE CLEANERS,558 E 79TH ST,0,0,0
DISCOVERY PARTNERS INSTITUTE CHICAGO CENTER FOR EDUCATION & RESEARCH,1519 S WELLS STREET,0,0,0
DIVERSEY & ASHLAND SHELL,2801 N ASHLAND,0,0,0
DIVERSEY & LONG AUTO SERVICE,5400 W DIVERSEY,0,0,0
DIVERSEY CLEANERS,3209-11 W DIVERSEY AVE,0,0,0
DIVERSEY DRIVING RANGE,142 W DIVERSEY PKWY,0,0,0
DIVERSEY FGN & DMS TC CAR SVC,5310 W DIVERSEY AVE,0,0,0
DIVERSEY TRUCK CENTER,4857 W DIVERSEY AVE,0,0,0
DIVERSEY YATCH CLUB,2601 CANNON DR,0,0,0
DIVISION FEDERAL OCCUPATIONAL HEALTH ENVIRONMENTAL LAB,536 SOUTH CLARK STREET,0,0,0
DOCKSIDE DEVELOPMENT CORP.,12100 S. STONY ISLAND AVE.,0,0,0
DOLLAR GENERAL 12061,4046 W ROOSEVELT RD,0,0,0
DOLLAR GENERAL STORE 11833,3527 W ARMITAGE AVE,0,0,0
DOLLAR GENERAL STORE 12544,6647 S WESTERN AVE-B,0,0,0
DOLLAR GENERAL STORE 12864,5701 W BELMONT AVE,0,0,0
DOLLAR GENERAL STORE 13157,9244 S ASHLAND AVE,0,0,0
DOLLAR GENERAL STORE 13190,549 E PERSHING RD,0,0,0
DOLLAR GENERAL STORE 13489,6225 S KEDZIE AVE,0,0,0
DOLLAR GENERAL STORE 13777,5434 W NORTH AVE,0,0,0
DOLLAR RENT A CAR,5400 S KILBOURN,0,0,0
DOLLAR TREE,2252 N MILWAUKEE AVE,NA,1,0
DOMESTIC LINEN SUPPLY CO,4131 N RAVENWOOD,0,0,0
DOMESTIC VIOLENCE COURTHOUSE,555 W HARRISON ST,0,0,0
DOMINICK'S FINER FOODS INC,3145 S ASHLAND AVENUE,0,0,0
DOMINICKS FINER FOODS,3024 S HALSTED AVE,0,0,0
DOMINICKS STORE 2304,2550 N CLYBOURN AVE,0,0,0
DONALD MORRILL SCHOOL-CHGO BD ED,6011 S ROCKWELL ST,0,0,0
DONEGAL EXCAVATING INC,3501 PULASKI,0,0,0
DONS AUTO REBUILDERS INC,3435 W COLUMBUS AVE,0,0,0
DOS HERMANOS AUTO REPAIR,4318 S WESTERN AVE,0,0,0
DOUBLE DOOR DRY CLEANERS,5925 W CHICAGO AVE,0,0,0
DOUGLAS PARK,1401 S SACRAMENTO AVE,0,0,0
DOVE EAST CLEANERS,1132 W. THORNDALE AVE.,0,0,0
DOVER INDUSTRIAL CHROME INC,2929 NORTH CAMPBELL AVENUE,0,0,0
DOWNTOWN BP,750 N WELLS,NA,1,0
DOWNTOWN CLEANERS,407 S PEORIA,0,0,0
DOWNTOWN FUEL MART INC,1839 E 95TH ST,0,0,0
DOWNTOWN OIL CO,7600 S CHICAGO AVE,0,0,0
DR MARTIN LUTHER KING HS,4445 SOUTH DREXEL BOULEVARD,0,0,0
DRAW DRAPE CLEANERS INC,2235 W ROSCOE,0,0,0
DRESDNER KLEINWORT WASSERSTEIN,190 S LASALLE ST STE 2700,0,0,0
DRUMMOND ELEM SCHOOL,1845 W CORTLAND ST,0,0,0
DTG OPERATIONS INC,BESSIE COLEMAN DR IVE,0,0,0
DUAL MFG INC,4211-13 N ELSTON AVE,0,0,0
DUBIN WM AND SONS INC,2753 THRU 55 LAWRENCE AVE,0,0,0
DUESTCHE ASSET & WEALTH MGMT,1273-1275 N MILWAUKEE AVE,0,0,0
DUGGAN SISTERS,1713 W. 104TH PLACE,NA,1,1
DUN-WEL LITHOGRAPH CO,3338 N RAVENSWOOD,0,0,0
DUNNE STEM ACADEMY,10845 S UNION AVE,0,1,0
DURANS BODYSHOP INC,2610 W CHICAGO AVE,0,0,0
DURO ART INDUSTRIES INC,1832 WEST JUNEWAY TERRACE,0,0,0
DURO INDUSTRIES WAREHOUSE,427 W ERIE ST,0,0,0
DURSO MICHAEL SCHOOL,1601 W TAYLOR ST,0,0,0
"DUS MANAGEMENT INC AS AGENT FOR WACKER GP, INC",35 EAST WACKER DRIVE,0,0,0
DUSABLE PARK,451 N JEAN BAPTISTE POINTE DUSABLE LAKE SHORE DR,0,0,0
"DUTCH FARMS, INC.",801 E. 107TH ST.,0,1,0
DVORAK PARK,1119 W CULLERTON,0,0,0
DXC TECHNOLOGY SERVICES LLC,350 E CERMAK,0,0,0
DYNACRON,1017 N CICERO AVE,0,0,0
"DYNAMIC DISPLAYS, INC.",4628 N. GREENVIEW AVENUE,0,0,0
DYSON INC,1330 W FULTON ST 5TH FLOOR,NA,0,2
E & L TRANSPORTATION COMPANY,13511 S TORRENCE AVE,0,0,0
E - W AUTO BODY,5348 W GRAND AVE,0,0,0
E&A OIL,3642-58 W 59TH & LAWNDALE,0,0,0
E&D METAL POLISHING INC,4227 W SCHUBERT AVE,0,0,0
E&L LAUNDROMAT,4432 W DIVERSEY,0,0,0
E&T REPAIR,5023 W BELMONT AVE,0,0,0
E-J INDUSTRIES INC,1275 S CAMPBELL AVE,0,0,0
EAGLE CLEANERS USA INC,8341 S PULASKI,0,0,0
EAGLE GRINDING WHEEL CORP,2519 WEST FULTON STREET,0,0,0
EARL SCHEIB PAINT & BODY,6647 S WESTERN AVE,0,0,0
EARL SCHEIB PAINT & BODY,2416 N WESTERN AVE,0,0,0
EAST FILL TAXIWAY & TAXIWAYS A-B NORTH-SOUTH PHASE 2 ADVANCE PAVING,10510 W. ZEMKE ROAD,0,0,0
EAST SIDE BODY SHOP,10005 S AVE N,0,0,0
EAST TAXIWAYS IMPROVEMENTS,10510 W. ZEMKE ROAD,0,0,0
EAST WEST UNIVERSITY,816 S MICHIGAN AVE,0,0,0
EASTSIDE MARATHON INC,834 E 79TH ST,0,0,0
EASTWOOD PETROLEUM INC,4638 N DAMEN,0,0,0
EBERHART ELEMENTARY SCHOOL,3400 W 65TH PLACE,0,0,0
EBLING,2222 W HUBBARD ST,0,0,0
ECKHART PARK,1330 W CHICAGO AVE,0,0,0
ECOLAB,12700 S BUTLER DR,0,0,0
ECOLAB INC,11700 S TORRENCE AVE,0,0,0
ECONO GAS,4248 S WENTWORTH,0,0,0
ECONOMY AUTOBODY SHOP,5708 S CENTRAL AVE,0,0,0
ECONOMY BODY SHOP,5708 S CENTRAL AVE,0,0,0
EDDIES BODY SHOP,5950 S WESTERN AVE,0,0,0
EDE CORP,3740 W 74TH ST,0,0,0
EDENS CLEANERS,4742 W PETERSON,0,0,0
EDGEBROOK GOLF COURSE,6100 N CENTRAL AVE,0,0,0
EDISON PARK,6755 N NORTHWEST HWY,0,0,0
EDMUND C LAUE ESTATE FOR UNI PARTNER LLC,3745 N KEDZIE AVE,0,0,0
EDSAL MANUFACTURING CO INC,4345 S PACKERS AVE,NA,0,0
EDSAL MFG CO INC,4400 S. PACKERS AVE.,2,1,0
EDUARDOS BODY SHOP,3855 W CERMAK,0,0,0
EDWARD COLES MODEL FOR EXCEL,8441 S YATES,0,0,0
EDWARD GRAY CORP THE,12233 AVE O,0,0,0
EDWARD H WHITE SCHOOL,1136 W 122ND ST,0,0,0
EGGERS GROVE FOREST PRESERVE,112TH ST E & S AVE E,0,0,0
EIRE AUTO BODY,7446 N CLARK ST,0,0,0
EIRE AUTOBODY & SALES,6969CII N RAVENSWOOD,0,0,0
EL PAISA,4510 W FULLERTON,0,0,0
ELAR AUTO,1819 S STATE ST,0,0,0
ELAR AUTO REBUILDERS,1846 CANALPORT,0,0,0
ELAR AUTO REBUILDERS,1819 S STATE ST,0,0,0
ELAR AUTO REBUILDERS,1846 CANAL PORT,0,0,0
ELASTOMER PROCESSING GROUP - CHICAGO,2448 W 24TH ST,0,1,0
ELCAMINO TRUCK SALES INC,3215 S HAMILTON,0,0,0
ELECTRIC MOTOR CORP,3865 N MILWAUKEE,0,1,0
ELECTRO-MATIC PRODUCTS COMPANY,2235 N KNOX AVENUE,0,0,0
ELEVEN 35 LLC,1111 W 35TH ST,0,0,1
ELG METALS,10321 S CALUMET ACCESS RD,0,1,2
ELGIN DAIRY FOODS,3707 W HARRISON ST,0,0,0
ELGIN SWEEPING,810 W PERSHING,0,0,0
ELITE AUTO BODY INC,5350 W BELMONT AVE,0,0,0
ELITE CAR WASH INC,823 N WESTERN AVE,0,0,0
ELIZABETH SUTHERLAND SCHOOL,10015 S LEAVITT ST,0,0,0
ELLIS STREET APARTMENTS,4721-4729 S ELLIS ST,0,0,0
ELSTON & LOGAN COMM DEV,NEC ELSTON & LOGAN BLVD,0,0,0
ELSTON AND FOSTER BODYSHOP,5218 N ELSTON,0,0,0
ELSTON AUTO REBUILDERS,3809 N ELSTON,0,0,0
ELSTON BLOCK PLANT,1430 N ELSTON AVE,0,0,1
ELSTON FOSTER AUTO REPAIR,5157 N ELSTON AVE,0,0,0
ELSTON KOSTNER SVC,4721 N ELSTON,0,0,0
EMAN GAS & FOOD INC-CITGO,1530 W 111TH ST,0,0,0
EMBASSY SUITES HOTEL CHICAGO,600 N STATE ST,0,0,0
EML RECLAMATION,6611 S KILPATRICK,0,0,0
EMPIRE HARD CHROME,1615 S KOSTNER AVE,0,0,0
EMPIRE HARD CHROME INC,1537 S WOOD ST,0,0,0
EMSL ANALYTICAL INC,2444 W GEORGE ST,0,0,0
EMSL ANALYTICAL INC,706 N ABERDEEN,0,0,0
EMSL ANALYTICAL INC,2225 W HUBBARD ST-B,0,0,0
ENAMELED STEEL AND SIGN CO,4568 W ADDISON ST,0,0,0
ENERGY SYSTEMS GROUP INC,820 S DAMEN AVE,0,0,0
ENGINEERED GLASS PRODUCTS L.L.C.,929 W EXCHANGE AVE,0,0,0
ENGINEERED GLASS PRODUCTS LLC,2857 S HALSTED ST,1,2,0
ENGLEWOOD CITGO,1356 W 87TH ST,0,0,0
ENRICO TONTI SCHOOL,5815 S HOHMAN AVE,0,0,0
ENVIRO-GUARD,2301 S LAKE SHORE DR,0,0,0
ENWAVE CHICAGO LLC,404 W HARRISON ST,0,0,0
EQ INDUSTRIAL SERVICES INC,801 E 120TH ST-B,0,0,0
EQUINIX,350 E CERMAK RD,1,1,1
ERICKSON CO CICERO THE,4737 W DIVISION,0,0,0
ERICKSON COSMETICS,1155 N CICERO,0,0,0
ERIE LASALLE BODYSHOP,146 W ERIE ST,0,0,0
ERIE NEIGHBORHOOD HOUSE,1347 W ERIE ST,0,0,0
ERLICH BARRY PRINTERS,329 W 18TH STE 408,0,0,0
ESCANABA CITGO INC,2863 E 95TH ST,0,0,0
ESMERALDA SANTIAGO ELEMENTARY SCHOOL,2510 W CORTEZ ST,0,0,0
"ESTERS, JANICE",1319 W 51ST ST UNIT 1R,0,0,0
EUGENE FIELD PARK,5100 N RIDGEWAY AVE,0,0,0
EURO COLLISION,1122 W BALMORAL AVE,0,0,0
EURO COLLISION OF ROGERS PARK,6828 N CLARK ST,0,0,0
EUROPEAN & US AUTO SVC,4080 N BROADWAY,0,0,0
EUROPEAN & US CAR SVC,3500 N HALSTED,0,0,0
EUROPEAN AUTO LTD,2547 N LINCOLN AVE,0,0,0
EUROPTEC USA LLC,1001 W EXCHANGE AVE,0,0,0
EUROTECH BODY SHOP INC,4006 N RAVENSWOOD,0,0,0
EUROTECH CARS,4008 N RAVENSWOOD,0,0,0
EVANS FOOD PRODUCTS CO,4118 SOUTH HALSTED STREET,0,0,0
EVERGREEN MOTORS/KIA,9205 S WESTERN AVE,0,0,0
EXELON SOLAR CHICAGO,1201 W 120TH ST,0,0,0
EXHIBIT WORLD INC,2221 W 43RD ST,0,0,0
EXICURE INC,2430 N HALSTED ST STE 400,0,0,0
EXPRESS AUTO ENTERPRISES INC,4116 W BELMONT AVE,0,0,0
EXPRESS AUTO SERVICE INC,5374 N ELSTON AVE,0,0,0
EXPRESS CLEANERS,1850 W NORTH AVE,0,0,0
EXPRESS FOOD & GAS - CITGO,4219 N MILWAUKEE AVE,0,0,0
EXPRESSLY PORTRAITS,7601 S CICERO C,0,0,0
EXXON,735 W DIVISION ST,NA,1,1
EZ GO GAS,1215 W 79TH ST,0,0,0
F & F 786 INC - CITGO,9417 S STATE ST,0,0,0
FABIEN'S CABINETS,3734 W. BELMONT AVE,0,0,0
FABRIC EXPRESS,9300 S COMMERCIAL,0,0,0
FABRICARE CENTER,3946 W 16TH ST,0,0,0
FACTOR GROUP LLC,1824 N. LINCOLN PARK WEST,NA,0,0
FALCON FUEL,7900 S LAFAYETTE,0,0,0
FALCON REPAIR INC,2430 S KEDZIE AVE,0,0,0
FAMILY DENTAL CARE,5753 N NAGLE AVE,0,0,0
FAMILY DOLLAR INC 5319,5050 S PULASKI,0,0,0
FAMILY DOLLAR INC 6681,5222 W GRAND AVE,0,0,0
FAMILY PRIDE,2906 MONTROSE,0,0,0
FAN BAG CO,1811 N KOSTNER,0,0,0
FANTASY DIAMOND,1550 W CARROLL-B,0,0,0
FARO CARGO HANDLING SOLUTIONS LLC,630 S CARGO RD,0,0,0
FARREN CTR,5165 S STATE ST,0,0,0
FASA CORP,1100 W CERMAK STE B305,0,0,0
FAST TRAK AUTO CENTER,3263 W FULLERTON,0,0,0
FASTWAY CITGO,6300 W FOSTER AVE,0,0,0
FATANIS OIL,7101 S ASHLAND,0,0,0
FC REMANUFACTURED PRODUCTS,4950 S KILBOURN AVE-B,0,0,0
FCI INC,1750 N LAWRENCE AVE,0,0,0
FEDERAL - MOGUL DRIVELINE PRODUCTS,3440 N. KEDZIE,0,0,0
FEDERAL ARMORED EXPRESS,4500 W CHICAGO AVE,0,0,0
FEDERAL EXPRESS CORP,1260 W MADISON ST,0,0,0
FEDERAL EXPRESS ZLOO,1901 W 29TH ST,0,0,0
FEDEX EXPRESS,631 W CARGO RD,0,0,0
FEDEX EXPRESS CORP,11601 W TOUHY BLDG 633,0,0,0
FEDEX GYYA,875 W DIVISION,0,0,0
FENDER MENDERS,5742 W 63RD,0,0,0
FENGER,11220 S WALLACE,0,0,0
FERMALOGIC,2201 W CAMPBELL PARK DR,0,0,0
FERRARA CANDY CO,2945 W 31ST ST,0,0,1
FERRIS SHELL SERVICE,4346 N WESTERN,0,0,0
FERVALUE USA INC,10839 S LANGLEY,0,0,0
FIELD MUSEUM OF NATURAL HISTORY,ROOSEVELT RD AT LAKE SHORE DR,0,0,0
FIELD TOOL,2358 N SEELEY,0,0,0
FIFTH THIRD BANK,UNKNOWN,0,0,0
FIFTH THIRD BANK,3959 N. LINCOLN AVE,0,0,0
FILMWORKERS/ASTRO LABS,61 W ERIE ST,0,0,0
FINISHED METALS INC,6146 S NEW ENGLAND AVE,0,0,0
FINISHING ARTS,2035 W WABANSIA,0,0,0
FIRESTONE SWIFT CAR CARE,7903 S WESTERN AVE,0,0,0
FIRMA AUTO & SALES,3709 W ARMITAGE,0,0,0
FIRST BEVERLY CLEANERS,10200 S VINCENNES BLVD,0,0,0
FIRST FEDERAL AUTO AUCTION,35 E 63RD ST,0,0,0
FIRST GROUP AMERICA GREYHOUND LINES INC,901 N HALSTED,0,0,0
FIRST IMAGE MANAGEMENT CO,372 W ONTARIO ST STE 100,0,0,0
FIRST LIEN COMPANY,5048  58 S MICHIGAN AVE,0,0,0
FIRST STUDENT,1011 S LARAMIE-B,0,0,0
FISK ELECTRIC GENERATING STATION,1111 W CERMAK RD,1,1,1
FITNESS CLEANERS,5135 W DIVERSEY,0,0,0
FIVE STAR HOTEL LAUNDRY INC,1060 W DIVISION,0,0,0
FLASH CAB CO,4747 N CLARK ST,0,0,0
FLAVIN VENTURES,2201 W CAMPBELL PARK DR,0,0,0
FLEISCHMANN'S VINEGAR CO INC,4801 S OAKLEY AVE,0,1,4
FLEISCHMANNS VINEGAR,4801 S OAKLEY AVE,0,0,0
FLETCHER LAUNDRY 1 LLC,6049 SOUTH HALSTED STREET,0,0,0
FLEX N GATE,2924 E 126TH ST UNIT 200,0,0,0
FLEXAN CORP,6626 W. DAKIN ST.,0,0,0
FLEXICRAFT,2315 W HUBBARD ST,0,0,0
FLITE INC,1524 W JARVIS,0,0,0
FLORENCE NIGHTINGALE SCHOOL-CHGO BD ED,5250 S. ROCKWELL STREET,0,0,0
FLOWER HIGH SCHOOL-CHGO BD ED,3545 W FULTON BLVD,0,0,0
FMC CORPORATION,91261 COLLECTION CENTER DR,NA,0,2
FOAMEX LP,4630 W. 53RD ST.,0,0,0
FOCAL POINT LLC,4141 S PULASKI RD,0,1,0
FOCAL POINT LLC,4201 S. PULASKI,0,0,0
FOOD 4 LESS 552,7030 S ASHLAND,0,0,0
FOOD 4 LESS 568,1333 S WESTERN AVE,0,0,0
FOOD 4 LESS 570,112 W 87TH ST,0,0,0
FOOD 4 LESS 789 GAS STATION,4620 S DAMEN AVE,0,0,0
FOOD SERVICE PROFESSIONAL,5150 N NORTHWEST HWY,0,0,0
FORD CERMAK LLC,629 W CERMAK RD,0,0,0
FORD CLEANERS,7018 S HALSTED,0,0,0
FORD MOTOR CO,2920 E 126TH ST,0,0,0
FORD MOTOR CO. - CHGO ASSEMBLY PLANT,12600 S. TORRENCE AVE.,11,3,2
FORMER ARCO FACILITY #X0171,2317 W ARMITAGE,0,0,0
FORMER DRY CLEANERS,3960 COTTAGE GROVE,0,0,0
FORMER MUTUAL FUEL GAS WORKS MGP REMEDIATION,7370 S CHICAGO AVE,0,0,0
FORMER ZAYER AUTO SERV CTR,2750 W COLUMBUS AVE,0,0,0
FORUM EXTENDED CARE SVCS INC,4200 W VICTORIA,0,1,0
FOSTER & BROADWAY MARATHON,5156 N BROADWAY,0,0,0
FOSTER AVE REACH LIGHTHOUSE,5200 N LAKE SHORE DR,0,0,0
FOTOFAB LLC,3758 WEST BELMONT AVENUE,0,1,0
FOXWOOD FARMS-FOXWOOD MH COMMUNITY,2 N RIVERSIDE PLAZA,0,0,0
FRANCIS SCOTT KEY SCHOOL,517 N PARKSIDE AVE,0,0,0
FRANCISCO I MADERO MIDDLE SCH,3202 W 28TH ST,0,0,0
FRANKLIN MAGNET FINE ARTS CENT,225 W EVERGREEN,0,0,0
FRANKS AUTO REBUILDERS,8557 S COMMERCIAL,0,0,0
FRANKS AUTO REPAIR,1119 W 115TH ST,0,0,0
FRED TUCH BUICK INC,1441 E 75TH ST,0,0,0
FREDERICK FUNSTON,2010 N CENTRAL PARK AVE,0,0,0
FREDERICK STOCK SCHOOL,7507 W BIRCHWOOD AVE,0,0,0
FREDERICK VON SCHILLER SCHOOL,640 W SCOTT ST,0,0,0
FRIEDMAN PROPERTIES,181 N CLARK ST,0,0,0
FRIENDS OF THE FOREST PRESERVES,"542 SOUTH DEARBORN STREET, SUITE 300",0,0,0
FRIENDS OIL CORP,8058 S COTTAGE GROVE,0,0,0
FRIENDS PETROLEUM INC CLARK,3047 S HALSTED,0,0,0
FRONTAGE LABORATORIES,4045 S MORGAN ST,0,0,0
FROZEN ASSETS COLD STORAGE,2635 S WESTERN AVE,0,1,0
FS07 O'HARE AIRPORT AMC FUEL SITE CITY OF CHICAGO,10000 W MONTROSE AVE,1,0,1
FUEL SITE 202 MIDWAY,MIDWAY AIRPORT,0,0,0
FUEL SITE 9 ST,25 W 65TH ST,0,0,0
FUEL SYSTEMS INC,5852 WEST 51ST STREET,0,0,0
FULL TILT INC. D/B/A MATFRESHER,40 EAST CHICAGO AVENUE,NA,0,1
FULLER PARK,331 W 45TH ST,0,0,0
FULLERTON & SEMINARY INC,1106 W FULLERTON,0,0,0
FULLERTON FOOD MART SHELL,2801 W FULLERTON,0,0,0
FULTON DES PLAINES GARAGE,225 N DES PLAINES ST,0,0,0
G C I AVIATION,5943 S CENTRAL AVE,0,0,0
G E MATHIS,6100 S OAK PARK AVE,0,0,0
G&G SVC STATION,7320 W BELMONT,0,0,0
G&S AUTO,920 W 38TH PL,0,0,0
G&W PARTNERS,3758 S MAY,0,0,0
GABRIEL AUTO REPAIR,10174 INDIANAPOLIS AVE,0,0,0
GAGE FEE LLC,18 S MICHIGAN AVE,0,0,0
GAGE PARK,5630 S ROCKWELL,0,0,0
GAGE PARK,2411 W 55TH,0,0,0
GAGE PARK FOOD,2801 W 59TH ST,0,0,0
GALAXY GAS & FOOD INC AKA SHELL SVC,6747 W IRVING PARK,0,0,0
GALENOS AUTO REPAIR,6327 W GRAND AVE,0,0,0
GALLAGHER ASPHALT CORP,1901 W 28TH ST,0,0,0
GALLANT GREETINGS CORP,2654 W MEDILL,0,0,0
GALLEO SCHOLASTIC ACADEMY,820 S CARPENTER,0,0,0
GALLISTEEL SCHOOL-CHGO BD ED,10347 S EWING AVE,0,0,0
GALLO EQUIPMENT CO,11835 S AVE O,0,0,0
GARFIELD CITGO,2006 W GARFIELD BLVD,0,0,0
GARFIELD PARK,300 N CENTRAL PARK AVE-B,0,0,0
GARFIELD PARK BOILER HOUSE,389 N HAMLIN,0,0,0
GARFIELD PARK CONSERVATORY,100-300 N CENTRAL PK BLVD,0,0,0
GARFIELD PARK GOLD DOME,100 N CENTRAL PARK AVE,0,0,0
GARFIELD PETROLEUM INC,300 W GARFIELD BLVD,0,0,0
GARFIELD SERVICE YARD,383 N HAMLIN AVE,0,0,0
GARVEY JOHN W SCHOOL,5225 N OAK PARK,0,0,0
GARY & SHAWN INC,920 W 38TH PL,0,0,0
GAS CENTER MARATHON,5601 N LINCOLN ST,0,0,0
GAS CITY 70,4070 N CLARK ST,0,0,0
GAS CTR DBA MONTROSE & CENTRAL CLARK,4409 N CENTRAL & MONTROSE,0,0,0
GAS DEPOT,2001 N HARLEM,0,0,0
GAS DEPOT AKA SHELL FOOD MART,3200 KIMBALL,0,0,0
GAS EXPRESS INC DBA CITGO SVC,501 W 31ST ST,0,0,0
GAS FOR LESS,5035 S WESTERN BLVD,0,0,0
GAS FOR LESS AKA MOBIL,2801 N DAMEN,0,0,0
GAS PLUS - MOBIL,6000 S WESTERN,0,0,0
GAS PLUS CORP,3940 W WASHINGTON BLVD,0,0,0
GAS PLUS MOBIL,4804 W MADISON,0,0,0
GATE GOURMET,OHARE AIRPORT BLDG 741,0,0,0
GATE GOURMET,OHARE AIRPORT BLDG 742,0,0,0
GATE GOURMET,OHARE AIRPORT BLDG 504,0,0,0
GATTO INDUSTRIAL PLATERS INC,4620 W. ROOSEVELT RD.,0,0,0
GAYTON ENTERPRISES LLC,O'HARE AIRPORT,0,0,0
GB PROPERTY MGT,4760 N RACINE,0,0,0
GCP APPLIED TECHNOLOGIES,6050 W 51ST ST,1,0,1
GE BETZ INC,707 W HARRISON ST,0,0,0
GE ELECTRIC RAILCAR SVCS CORP,161 N CLARK ST,0,0,0
GENERAL BANDAGES CO,4155 N ROCKWELL,0,0,0
GENERAL CAB SVC MARATHON STA,3145 N WESTERN AVE,0,0,0
GENERAL CORE SUPPLY INC,4950 S KILBOURN AVE,0,0,0
GENERAL ELECTRIC INTERNATIONAL INC,6045 S NOTTINGHAM,0,0,0
GENERAL III LLC,11600 S BURLEY AVE,0,0,0
GENERAL IRON INDUSTRIES INC,2439 N LEAVITT ST,0,0,0
GENERAL MACHINERY & MANUFACTURING CO,2634 N. KEELER AVE.,0,0,0
GENERAL METALS LLC,1800 N KINGSBURY,0,0,0
GENERAL PACKAGING PRODUCTS INC,1700 S. CANAL ST.,0,0,0
GENERAL SERVICES ADMINISTRATION,219 S DEARBORN,1,0,0
GENERAL SERVICES ADMINISTRATION,610 S CANAL,0,0,0
GENERAL SURFACE HARDENING,2108 W FULTON,0,1,0
GENIECO INC,200 N LAFLIN,0,0,0
GENOA HEALTHCARE,4423 N RAVENWOOD AVE  STE P100,0,0,0
GENOA HEALTHCARE,4318 S STATE ST  STE 26,0,0,0
GENOA HEALTHCARE,1400 W GREENLEAF AVE  STE 101,0,0,0
GENTNER FABRICATION INC,3720 S ALBANY,0,0,0
GEORGE DONOGHUE SCHOOL,707 E 37TH ST,0,0,0
GEORGE WASHINGTON HIGH SCHOOL,3535 EAST 114TH STREET,0,0,0
GEORGES BODY & FRONT ALIGNMENT,4723 W GRAND AVE,0,0,0
GEORGES CARSTAR,4723 W GRAND AVE,0,0,0
GEORGIA PACIFIC CORRUGATED II LLC,440 E 138TH ST,0,0,0
GERBER AUTO,3029 N KEDZIE AVE,0,0,0
GERBER AUTO REBUILDERS INC,3425 N HALSTED,0,0,0
GERBER COLLISION & GLASS,6835 W IRVING PARK,0,0,0
GERBER COLLISION & GLASS,6440 N WESTERN AVE,0,1,0
GERBER COLLISION & GLASS,1005 W HURON ST,0,0,0
GERBER COLLISION & GLASS,5948 N NORTHWEST HWY,0,0,0
GERBER COLLISION & GLASS,6440 N WESTERN AVE,0,0,0
GERBER COLLISION & GLASS,4545 N ELSTON,0,0,0
GERBER COLLISION & GLASS,2440 S KEDZIE,0,0,0
GERBER COLLISION & GLASS,1060 W HURON,0,0,0
GERBER COLLISION & GLASS,3518 W 63RD ST,0,0,0
GERIT DRUM RING/CHARTER STEEL,4401 W ROOSEVELT RD,0,0,0
GF CORNELL AMOCO,5048 S CORNELL AVE,0,0,0
GHH ASSOC INC D/B/A NEW PLUS ONE CLEANERS,1415 W IRVING PARK,0,0,0
GIANT AUTO SUPPLY,2337 W CERMAK,0,0,0
GIANT AUTO SUPPLY,4305 S ASHLAND,0,0,0
GIBBS AUTO TRUCK VAN RPR,1000 W 111TH,0,0,0
GIBBY SON INC,3545 W IRVING PARK RD,0,0,0
GII LLC,1909 N. CLIFTON AVENUE,0,1,1
GILLESPIE PONTIAC,6603 S WESTERN,0,0,0
GILLMORE THOMAS & ASSOC,4052 N WESTERN AVE,0,0,0
GILTSPUR,3225 S WESTERN AVE,0,0,0
GLAD CLEANERS,6412 N CENTRAL AVE,0,0,0
GLADSTONE ELEMENTARY,1231 S DAMEN,0,0,0
GLADSTONE PARK,5421 N MENARD AVE,0,0,0
GLIDDEN CO DBA JCJ PAINTS,1243 W MADISON,0,0,0
GLOBAL GAS FOR LESS,5035 W DIVISION,0,0,0
GLOBAL MATERIAL TECHNOLOGIES INC,2825 W 31ST ST,0,0,2
GLOBAL MATERIALS INC,1600 E 122ND ST.,0,0,0
GLOBAL MATERIALS TECHNOLOGIES INC,2825 W 31ST ST,0,0,0
GNP MANAGEMENT GROUP,430 N MICHIGAN AVE,0,0,0
GO FOR IT - CITGO,6401 N KEDZIE,0,0,0
GOETHE ELEM SCHOOL,2236 N ROCKWELL ST,0,0,0
GOLD COAST AUTOBODY INC,900 W DIVISION,0,0,0
GOLD EAGLE CO,4400 S KILDARE AVE,4,1,1
GOLD STANDARD BAKERY,3700 S. KEDZIE,0,1,0
GOLD STAR INC,7050 S DAMEN,0,0,0
GOLDDSMITH SCHOOL,10211 S CRANDON AVE,0,0,0
GOLDEN PRES PRINTING,5930 N ELSTON,0,0,0
GOLDMINE CLEANERS,10245 S WESTERN AVE,0,0,0
GOLF & TENNIS PRO SHOP,1745 W FULLERTON AVE,0,0,0
GOLO,123 E 51ST ST,0,0,0
GOLUB AND CO 680,680 N LAKE SHORE DR,0,0,0
GOMEZ SHELL,1950 W DIVISION,0,0,0
GOMEZ SHELL AUTOCARE,1950 W DIVISION ST,0,0,0
GOMPERS PARK,4222 W FOSTER AVE,0,0,0
GONNELLA BAKING CO,1001 W CHICAGO AVE,0,0,0
