LocationName,Measure,Data_Value,Geolocation
17031250400,Current Asthma,12.2,POINT (-87.7754058 41.912905)
17031411000,Current Asthma,9.8,POINT (-87.577462 41.7872267)
17031250800,Current Asthma,12.1,POINT (-87.7514741 41.9061855)
17031410600,Current Asthma,10.4,POINT (-87.5989422 41.7979687)
17031130100,COPD,7.8,POINT (-87.7208089 41.991104)
17031151100,Current Asthma,9.2,POINT (-87.7617175 41.9422903)
17031090100,Current Asthma,9.5,POINT (-87.8135872 42.0152552)
17031540101,COPD,11.5,POINT (-87.5993689 41.6507203)
17031700301,Current Asthma,9.3,POINT (-87.7317117 41.7456225)
17031612100,COPD,9,POINT (-87.6476808 41.7979128)
17031670300,COPD,11.7,POINT (-87.6669167 41.7903576)
17031062900,COPD,1.8,POINT (-87.6564113 41.936237)
17031050800,COPD,2.8,POINT (-87.6809279 41.9450095)
17031390200,COPD,3.8,POINT (-87.5994765 41.813041)
17031560800,Current Asthma,9.1,POINT (-87.7721659 41.7962056)
17031490700,COPD,9.9,POINT (-87.6283617 41.7107339)
17031400800,COPD,14.9,POINT (-87.620558 41.7828633)
17031140100,Current Asthma,8.9,POINT (-87.705805 41.9712014)
17031691300,Current Asthma,12.8,POINT (-87.6198472 41.7546811)
17031291200,COPD,8.8,POINT (-87.7128746 41.8626611)
17031671100,COPD,14.6,POINT (-87.6617159 41.7767771)
17031171000,Current Asthma,9.2,POINT (-87.7965238 41.9418072)
17031690400,Current Asthma,13.1,POINT (-87.6202039 41.769259)
17031491300,Current Asthma,13.5,POINT (-87.6278036 41.6888969)
17031062100,Current Asthma,8.9,POINT (-87.6517704 41.9426914)
17031062300,COPD,1.9,POINT (-87.6614432 41.9416278)
17031060400,COPD,1.8,POINT (-87.6665364 41.9506731)
17031240600,COPD,2.4,POINT (-87.6897111 41.9121341)
17031240600,Current Asthma,9.1,POINT (-87.6897111 41.9121341)
17031431200,COPD,5.6,POINT (-87.5711843 41.7553011)
17031600600,COPD,5.8,POINT (-87.655751 41.8424685)
17031330101,Current Asthma,8.5,POINT (-87.613225 41.8591203)
17031310300,COPD,4.5,POINT (-87.6489782 41.8561439)
17031672000,Current Asthma,13.1,POINT (-87.6711281 41.7611983)
17031031900,COPD,2.6,POINT (-87.6701841 41.963374)
17031031501,Current Asthma,10.9,POINT (-87.6524343 41.9672886)
17031030603,COPD,3.4,POINT (-87.6583979 41.9854762)
17031691100,COPD,7.7,POINT (-87.6298721 41.7617135)
17031530502,COPD,6.7,POINT (-87.6250251 41.6660796)
17031280400,Current Asthma,13.4,POINT (-87.6718846 41.8860094)
17031540101,Current Asthma,15.8,POINT (-87.5993689 41.6507203)
17031431301,COPD,11.8,POINT (-87.5601871 41.7535302)
17031680900,COPD,14.7,POINT (-87.6376304 41.7764305)
17031611500,Current Asthma,9.8,POINT (-87.678731 41.8053819)
17031020902,Current Asthma,9.7,POINT (-87.6786841 41.9942585)
17031040202,COPD,6.8,POINT (-87.694096 41.9798549)
17031600700,COPD,5.8,POINT (-87.660543 41.8407816)
17031220702,COPD,3.9,POINT (-87.7242313 41.9293687)
17031690500,Current Asthma,13.8,POINT (-87.6121031 41.7681794)
17031242700,COPD,4.1,POINT (-87.6993742 41.8974254)
17031252202,COPD,8.7,POINT (-87.7445832 41.8767584)
17031130300,COPD,4.8,POINT (-87.7133915 41.9865589)
17031061000,Current Asthma,9.3,POINT (-87.6519703 41.9492206)
17031160700,COPD,4.8,POINT (-87.7021347 41.9512177)
17031560200,Current Asthma,11.3,POINT (-87.7478273 41.8113309)
17031390700,Current Asthma,10.3,POINT (-87.5804887 41.8040164)
17031283200,COPD,3.8,POINT (-87.6592023 41.869579)
17031390600,COPD,5.2,POINT (-87.5943504 41.8060181)
17031230300,COPD,4.5,POINT (-87.7149884 41.9117866)
17031611900,Current Asthma,12.4,POINT (-87.6595552 41.7985375)
17031300500,Current Asthma,9.3,POINT (-87.7219393 41.8474251)
17031252202,Current Asthma,13.1,POINT (-87.7445832 41.8767584)
17031600400,Current Asthma,8.1,POINT (-87.6439322 41.8417183)
17031670900,COPD,7.9,POINT (-87.657022 41.7832124)
17031062200,COPD,1.6,POINT (-87.656644 41.9425847)
17031071500,Current Asthma,9.2,POINT (-87.6250923 41.9142415)
17031030101,COPD,6,POINT (-87.654879 41.9910538)
17031100600,Current Asthma,9.5,POINT (-87.7974007 41.9792049)
17031030601,Current Asthma,9.5,POINT (-87.6546087 41.9889716)
17031063400,COPD,1.8,POINT (-87.64673 41.9346596)
17031671900,COPD,7.8,POINT (-87.6612802 41.7613256)
17031611300,COPD,6,POINT (-87.6673039 41.8049362)
17031251700,Current Asthma,11.6,POINT (-87.7444793 41.8913844)
17031440102,COPD,9.3,POINT (-87.6011636 41.7409356)
17031271300,Current Asthma,13.6,POINT (-87.7084528 41.877304)
17031390700,COPD,4.8,POINT (-87.5804887 41.8040164)
17031310400,COPD,3.3,POINT (-87.6522613 41.8565069)
17031630400,Current Asthma,9,POINT (-87.6987811 41.7972545)
17031540102,Current Asthma,15.2,POINT (-87.6054488 41.66733)
17031670200,COPD,7.4,POINT (-87.6620627 41.7904247)
17031210400,COPD,6.2,POINT (-87.7303057 41.935745)
17031030104,COPD,4.2,POINT (-87.6559864 41.9972773)
17031030702,Current Asthma,8.5,POINT (-87.6545286 41.9808148)
17031071700,COPD,2.9,POINT (-87.6410717 41.9128666)
17031040900,Current Asthma,9,POINT (-87.6838544 41.9631847)
17031120300,COPD,4.6,POINT (-87.740066 41.9911122)
17031110400,Current Asthma,9,POINT (-87.7726114 41.9729536)
17031060300,Current Asthma,9.1,POINT (-87.6713327 41.9506049)
17031063000,Current Asthma,9,POINT (-87.6515617 41.9363102)
17031241500,Current Asthma,8.6,POINT (-87.6709298 41.908374)
17031260700,Current Asthma,13.6,POINT (-87.7279962 41.8770565)
17031243500,COPD,1.8,POINT (-87.6525227 41.8926494)
17031500100,COPD,6.6,POINT (-87.5950287 41.714684)
17031243000,COPD,2.5,POINT (-87.6793981 41.8922753)
17031430101,Current Asthma,14.1,POINT (-87.573953 41.7698532)
17031520100,Current Asthma,9.8,POINT (-87.5294325 41.7211184)
17031221100,Current Asthma,9,POINT (-87.7103609 41.9210205)
17031480300,Current Asthma,12.6,POINT (-87.5879725 41.729194)
17031660301,COPD,6.4,POINT (-87.6982872 41.7799541)
17031330102,COPD,2.2,POINT (-87.6239883 41.8635721)
17031061500,COPD,2,POINT (-87.6615447 41.9452818)
17031210502,Current Asthma,9.3,POINT (-87.7220524 41.9337846)
17031351100,Current Asthma,15.5,POINT (-87.6141894 41.827754)
17031430200,COPD,9,POINT (-87.5813509 41.7697613)
17031431200,Current Asthma,12,POINT (-87.5711843 41.7553011)
17031530300,Current Asthma,12.9,POINT (-87.6517524 41.6813144)
17031612000,COPD,6.4,POINT (-87.652536 41.7978466)
17031340300,COPD,6.4,POINT (-87.6357882 41.8428046)
17031710700,COPD,9.4,POINT (-87.656884 41.74711)
17031380100,Current Asthma,12.4,POINT (-87.6100974 41.8202019)
17031330102,Current Asthma,8.8,POINT (-87.6239883 41.8635721)
17031260800,COPD,11.9,POINT (-87.7230964 41.8770848)
17031210502,COPD,3.8,POINT (-87.7220524 41.9337846)
17031351400,Current Asthma,13.7,POINT (-87.6240909 41.8274019)
17031340600,COPD,13.9,POINT (-87.6326516 41.8272864)
17031670800,COPD,10.1,POINT (-87.661879 41.7831442)
17031191000,COPD,4.5,POINT (-87.743801 41.9192297)
17031410800,COPD,3.2,POINT (-87.5896248 41.7979614)
17031430102,COPD,7.9,POINT (-87.5638143 41.7689528)
17031071600,Current Asthma,9.1,POINT (-87.6411823 41.9164722)
17031440800,Current Asthma,14.6,POINT (-87.603328 41.7317114)
17031681000,Current Asthma,13.9,POINT (-87.6495479 41.7760398)
17031630800,Current Asthma,9,POINT (-87.6985725 41.7899652)
17031400300,COPD,5.6,POINT (-87.6112728 41.789754)
17031640400,Current Asthma,9.4,POINT (-87.7912474 41.7811784)
17031580501,COPD,4.3,POINT (-87.6994962 41.819986)
17031282700,COPD,3,POINT (-87.6886812 41.8713668)
17031230300,Current Asthma,9.2,POINT (-87.7149884 41.9117866)
17031620200,COPD,4.8,POINT (-87.7292339 41.7955215)
17031671800,COPD,9.1,POINT (-87.6564481 41.761401)
17031200401,COPD,4.6,POINT (-87.7375419 41.9198285)
17031221500,COPD,3.7,POINT (-87.6899513 41.9216468)
17031243000,Current Asthma,9.1,POINT (-87.6793981 41.8922753)
17031200100,Current Asthma,9,POINT (-87.7376226 41.9350552)
17031660800,Current Asthma,11.6,POINT (-87.6932656 41.7736413)
17031221600,COPD,2.3,POINT (-87.6850971 41.9212478)
17031670800,Current Asthma,13.3,POINT (-87.661879 41.7831442)
17031381200,COPD,5.5,POINT (-87.6139992 41.8085114)
17031650500,Current Asthma,9.4,POINT (-87.7320352 41.7622187)
17031490500,COPD,5.3,POINT (-87.6131964 41.7179309)
17031580100,COPD,4.2,POINT (-87.6907463 41.8280549)
17031320400,COPD,3.5,POINT (-87.6172556 41.875817)
17031520600,Current Asthma,9.2,POINT (-87.5404 41.6895204)
17031710900,COPD,7.8,POINT (-87.6396893 41.7421461)
17031222700,Current Asthma,9.8,POINT (-87.7102058 41.9155009)
17031240900,COPD,3.1,POINT (-87.6986233 41.9048448)
17031550200,COPD,5.7,POINT (-87.564827 41.6550974)
17031282800,COPD,4.1,POINT (-87.6849136 41.8702683)
17031620400,Current Asthma,8.7,POINT (-87.7181682 41.7896382)
17031520300,COPD,5.7,POINT (-87.5395629 41.7011139)
17031691400,Current Asthma,13.9,POINT (-87.6101685 41.7548455)
17031611700,COPD,6.9,POINT (-87.6719762 41.7975991)
17031510300,Current Asthma,13.8,POINT (-87.5749771 41.7157373)
17031191200,COPD,5.2,POINT (-87.7608269 41.9201432)
17031671300,COPD,11.9,POINT (-87.6713493 41.7739015)
17031670500,Current Asthma,12.5,POINT (-87.6764044 41.786578)
17031320102,Current Asthma,8.6,POINT (-87.6241944 41.8851249)
17031491000,COPD,11.9,POINT (-87.6280536 41.6997625)
17031210601,COPD,4.3,POINT (-87.712214 41.9376356)
17031681100,Current Asthma,13.9,POINT (-87.6493595 41.7687665)
17031251500,Current Asthma,12.8,POINT (-87.7603538 41.8911035)
17031292500,COPD,8.1,POINT (-87.7322428 41.8551613)
17031660500,COPD,5.1,POINT (-87.7079271 41.7752461)
17031381500,COPD,12.5,POINT (-87.6228619 41.8101927)
17031010702,Current Asthma,10.4,POINT (-87.6727257 42.0090199)
17031080202,COPD,3.1,POINT (-87.630901 41.9058589)
17031650301,Current Asthma,9.2,POINT (-87.7299916 41.7749275)
17031210100,COPD,3,POINT (-87.7005442 41.9446571)
17031190402,COPD,6,POINT (-87.7712318 41.9348596)
17031340500,Current Asthma,8.4,POINT (-87.6329169 41.8345181)
17031520300,Current Asthma,9.1,POINT (-87.5395629 41.7011139)
17031480400,COPD,5.4,POINT (-87.5756385 41.7284498)
17031570100,Current Asthma,8.9,POINT (-87.7189132 41.8162003)
17031660302,COPD,4.6,POINT (-87.6983926 41.7835957)
17031420800,COPD,6.5,POINT (-87.6032569 41.7769097)
17031420200,Current Asthma,12.6,POINT (-87.5935208 41.783468)
17031260200,Current Asthma,13.4,POINT (-87.7282302 41.8843243)
17031390100,COPD,4.8,POINT (-87.5905449 41.8135545)
17031420600,Current Asthma,14.3,POINT (-87.6132777 41.7830135)
17031680600,Current Asthma,12.1,POINT (-87.6521652 41.7832811)
17031660800,COPD,7.8,POINT (-87.6932656 41.7736413)
17031561000,COPD,5.9,POINT (-87.7915033 41.7885022)
17031381900,Current Asthma,12.6,POINT (-87.6138885 41.8039557)
17031240900,Current Asthma,8.6,POINT (-87.6986233 41.9048448)
17031570200,COPD,4.1,POINT (-87.7307183 41.8143799)
17031570100,COPD,5.8,POINT (-87.7189132 41.8162003)
17031210100,Current Asthma,8.7,POINT (-87.7005442 41.9446571)
17031460302,COPD,7.5,POINT (-87.5573879 41.747084)
17031570500,Current Asthma,8.8,POINT (-87.7324553 41.7986015)
17031690300,Current Asthma,12.5,POINT (-87.6290093 41.7686693)
17031380200,COPD,11.7,POINT (-87.6149861 41.820574)
17031660900,COPD,8.6,POINT (-87.699063 41.7678191)
17031611200,COPD,5.8,POINT (-87.6624414 41.8049939)
17031671800,Current Asthma,13,POINT (-87.6564481 41.761401)
17031650200,Current Asthma,8.5,POINT (-87.7302252 41.7822221)
17031420300,COPD,4.5,POINT (-87.598697 41.7832241)
17031243100,COPD,2.7,POINT (-87.6745068 41.8923546)
17031300600,Current Asthma,10.1,POINT (-87.7173343 41.8479904)
17031110501,COPD,5.1,POINT (-87.7619249 41.9770023)
17031292200,COPD,8.6,POINT (-87.7157306 41.8566665)
17031301200,Current Asthma,9.5,POINT (-87.6914771 41.8484171)
17031180100,COPD,5.5,POINT (-87.7986317 41.9344851)
17031440202,Current Asthma,12.6,POINT (-87.609762 41.7409599)
17031640300,COPD,6.2,POINT (-87.7716353 41.7815321)
17031190300,COPD,5.3,POINT (-87.7614635 41.9349864)
17031251100,COPD,9.8,POINT (-87.7520112 41.8986248)
17031251800,Current Asthma,13.9,POINT (-87.7478885 41.8841436)
17031290900,Current Asthma,14,POINT (-87.7324567 41.8624103)
17031220701,Current Asthma,8.9,POINT (-87.7215651 41.9261554)
17031650301,COPD,5.8,POINT (-87.7299916 41.7749275)
17031242300,COPD,2.8,POINT (-87.6796003 41.8995065)
17031670700,COPD,16.8,POINT (-87.6667315 41.7830686)
17031560200,COPD,7.3,POINT (-87.7478273 41.8113309)
17031670100,COPD,13,POINT (-87.6572084 41.7904937)
17031461000,Current Asthma,12.1,POINT (-87.5465424 41.7273925)
17031300800,Current Asthma,9.5,POINT (-87.7075818 41.8481108)
17031710800,COPD,9.6,POINT (-87.6488126 41.7478366)
17031490600,COPD,7.3,POINT (-87.6283302 41.7179734)
17031210400,Current Asthma,9.6,POINT (-87.7303057 41.935745)
17031230900,Current Asthma,9.5,POINT (-87.7103505 41.9066918)
17031630300,COPD,5,POINT (-87.7086378 41.798862)
17031081402,COPD,2.7,POINT (-87.612931 41.8910215)
17031700402,Current Asthma,11.2,POINT (-87.7118234 41.7382302)
17031300600,COPD,7.1,POINT (-87.7173343 41.8479904)
17031570500,COPD,4.6,POINT (-87.7324553 41.7986015)
17031243200,COPD,2.4,POINT (-87.6696238 41.8924327)
17031251400,Current Asthma,13,POINT (-87.7701248 41.8909574)
17031671300,Current Asthma,13.5,POINT (-87.6713493 41.7739015)
17031301803,COPD,4.1,POINT (-87.7278708 41.8395497)
17031190200,Current Asthma,8.9,POINT (-87.7516489 41.9351136)
17031252101,COPD,6.6,POINT (-87.7698552 41.8738812)
17031460200,COPD,8.5,POINT (-87.5470101 41.7413872)
17031440101,Current Asthma,14.5,POINT (-87.6014512 41.7486271)
17031670400,Current Asthma,12.4,POINT (-87.6717698 41.7902996)
17031700502,COPD,5.9,POINT (-87.6887683 41.7388522)
17031242100,Current Asthma,9,POINT (-87.6698375 41.8996698)
17031640700,Current Asthma,8.9,POINT (-87.7519356 41.7764111)
17031490600,Current Asthma,12.3,POINT (-87.6283302 41.7179734)
17031310700,Current Asthma,9,POINT (-87.6649061 41.8559903)
17031691500,Current Asthma,13.8,POINT (-87.6002666 41.7550528)
17031190701,Current Asthma,8.8,POINT (-87.7614217 41.9297959)
17031051300,Current Asthma,8.9,POINT (-87.6758395 41.9359971)
17031710900,Current Asthma,13.4,POINT (-87.6396893 41.7421461)
17031242500,Current Asthma,9.3,POINT (-87.6893191 41.8994455)
17031650500,COPD,5.6,POINT (-87.7320352 41.7622187)
17031320101,Current Asthma,8.6,POINT (-87.617059 41.8850259)
17031241200,Current Asthma,9,POINT (-87.6846857 41.906707)
17031230200,Current Asthma,8.9,POINT (-87.7100844 41.9118688)
17031300700,Current Asthma,8.9,POINT (-87.7124504 41.848072)
17031260100,COPD,12.9,POINT (-87.7233302 41.8843707)
17031381500,Current Asthma,14.3,POINT (-87.6228619 41.8101927)
17031661100,Current Asthma,10.4,POINT (-87.7026636 41.7607864)
17031081402,Current Asthma,8.6,POINT (-87.612931 41.8910215)
17031080400,Current Asthma,12.1,POINT (-87.6409015 41.9074123)
17031250400,COPD,8.6,POINT (-87.7754058 41.912905)
17031252102,Current Asthma,13.6,POINT (-87.7598276 41.876599)
17031460301,COPD,9,POINT (-87.5563673 41.7400264)
17031230800,COPD,4.6,POINT (-87.714953 41.9058396)
17031700502,Current Asthma,11.6,POINT (-87.6887683 41.7388522)
17031230700,Current Asthma,10.1,POINT (-87.7215397 41.9063229)
17031430101,COPD,9.7,POINT (-87.573953 41.7698532)
17031660302,Current Asthma,9.4,POINT (-87.6983926 41.7835957)
17031660900,Current Asthma,12.6,POINT (-87.699063 41.7678191)
17031630500,COPD,5.1,POINT (-87.6890171 41.7974279)
17031640600,COPD,5,POINT (-87.7714298 41.7760362)
17031242300,Current Asthma,9.5,POINT (-87.6796003 41.8995065)
17031550100,Current Asthma,10,POINT (-87.5359785 41.6631813)
17031150800,Current Asthma,9.2,POINT (-87.7521182 41.9497086)
17031700401,COPD,5.4,POINT (-87.7120355 41.7455372)
17031661100,COPD,5.4,POINT (-87.7026636 41.7607864)
17031410700,COPD,4.4,POINT (-87.5941996 41.7980493)
17031271200,Current Asthma,13.4,POINT (-87.7035621 41.8773597)
17031220901,COPD,4.3,POINT (-87.7212483 41.9191816)
17031671500,COPD,9,POINT (-87.6696315 41.7681722)
17031301702,COPD,6.6,POINT (-87.7195244 41.8388062)
17031500300,COPD,7.4,POINT (-87.6053698 41.689315)
17031611500,COPD,8.6,POINT (-87.678731 41.8053819)
17031230500,Current Asthma,9.4,POINT (-87.7339434 41.9116892)
17031490902,COPD,8,POINT (-87.6153262 41.7032801)
17031530502,Current Asthma,12.3,POINT (-87.6250251 41.6660796)
17031710100,COPD,9.4,POINT (-87.6419713 41.7533918)
17031260300,Current Asthma,13.2,POINT (-87.7331362 41.8842766)
17031580502,COPD,5.6,POINT (-87.6993102 41.8145617)
17031700402,COPD,5.4,POINT (-87.7118234 41.7382302)
17031490901,COPD,10.4,POINT (-87.6162677 41.6960582)
17031580700,COPD,6.5,POINT (-87.6868459 41.8174935)
17031420300,Current Asthma,11.6,POINT (-87.598697 41.7832241)
17031340400,Current Asthma,7.9,POINT (-87.6320356 41.8418857)
17031390600,Current Asthma,10.7,POINT (-87.5943504 41.8060181)
17031710100,Current Asthma,12.6,POINT (-87.6419713 41.7533918)
17031251600,COPD,10.3,POINT (-87.7518037 41.8914065)
17031310600,Current Asthma,8.8,POINT (-87.6595637 41.856333)
17031510200,COPD,8.7,POINT (-87.5600495 41.7142651)
17031400400,COPD,7.4,POINT (-87.6183211 41.7911261)
17031090300,COPD,5,POINT (-87.8163644 41.9991127)
17031671600,Current Asthma,12.8,POINT (-87.6615113 41.7694999)
17031670400,COPD,9.6,POINT (-87.6717698 41.7902996)
17031580800,Current Asthma,8.6,POINT (-87.6866436 41.8102197)
17031650100,Current Asthma,8.5,POINT (-87.7178549 41.7823766)
17031410700,Current Asthma,10.2,POINT (-87.5941996 41.7980493)
17031220901,Current Asthma,9.4,POINT (-87.7212483 41.9191816)
17031650400,COPD,4.8,POINT (-87.7171651 41.7653118)
17031590500,Current Asthma,8.2,POINT (-87.6804596 41.8248978)
17031200300,COPD,4.3,POINT (-87.7341264 41.9234806)
17031421200,Current Asthma,13.8,POINT (-87.6089474 41.7706621)
17031640700,COPD,5,POINT (-87.7519356 41.7764111)
17031220500,COPD,2.4,POINT (-87.7049877 41.9283343)
17031611700,Current Asthma,10.9,POINT (-87.6719762 41.7975991)
17031700302,COPD,6.1,POINT (-87.7313064 41.7383652)
17031500200,COPD,8.4,POINT (-87.6003086 41.7008552)
17031292200,Current Asthma,13.4,POINT (-87.7157306 41.8566665)
17031431400,COPD,10.6,POINT (-87.546555 41.7572084)
17031242000,COPD,2.5,POINT (-87.6649536 41.8997371)
17031190701,COPD,4.1,POINT (-87.7614217 41.9297959)
17031590600,COPD,4.5,POINT (-87.6729244 41.8268332)
17031431400,Current Asthma,13.2,POINT (-87.546555 41.7572084)
17031191200,Current Asthma,9.4,POINT (-87.7608269 41.9201432)
17031610800,Current Asthma,9.9,POINT (-87.6384046 41.8127119)
17031301803,Current Asthma,8.7,POINT (-87.7278708 41.8395497)
17031020902,COPD,7.3,POINT (-87.6786841 41.9942585)
17031140701,Current Asthma,8.8,POINT (-87.7126524 41.9670375)
17031070103,COPD,1.7,POINT (-87.6426051 41.926811)
17031030400,COPD,4.4,POINT (-87.6720788 41.9869515)
17031090200,Current Asthma,9.4,POINT (-87.8130961 42.005594)
17031030703,Current Asthma,9.5,POINT (-87.6578708 41.9788749)
17031160602,Current Asthma,9,POINT (-87.7004635 41.9566814)
17031430700,Current Asthma,12.5,POINT (-87.5608903 41.7652716)
17031430600,COPD,8,POINT (-87.571373 41.7644133)
17031282700,Current Asthma,9.7,POINT (-87.6886812 41.8713668)
17031700200,Current Asthma,9.5,POINT (-87.723784 41.7529893)
17031580200,COPD,6.9,POINT (-87.6993478 41.8267718)
17031690900,Current Asthma,13.3,POINT (-87.6103447 41.7621424)
17031283800,COPD,5.4,POINT (-87.6537547 41.8634168)
17031200200,COPD,4.9,POINT (-87.7356282 41.9278523)
17031490200,Current Asthma,12.2,POINT (-87.6168742 41.7249095)
17031450300,Current Asthma,12.8,POINT (-87.5790892 41.7419438)
17031560900,COPD,5.6,POINT (-87.7916514 41.7957702)
17031250200,Current Asthma,11.1,POINT (-87.751073 41.9123508)
17031310500,Current Asthma,9.4,POINT (-87.65474 41.855248)
17031450300,COPD,8,POINT (-87.5790892 41.7419438)
17031680600,COPD,6.4,POINT (-87.6521652 41.7832811)
17031580501,Current Asthma,8.4,POINT (-87.6994962 41.819986)
17031291600,COPD,4.8,POINT (-87.6922159 41.8576415)
17031251200,Current Asthma,12.1,POINT (-87.760604 41.8985491)
17031480400,Current Asthma,11.4,POINT (-87.5756385 41.7284498)
17031590500,COPD,3.9,POINT (-87.6804596 41.8248978)
17031221000,Current Asthma,9.4,POINT (-87.7152526 41.9209604)
17031252000,Current Asthma,13.7,POINT (-87.7698798 41.8836759)
17031411100,Current Asthma,9.1,POINT (-87.5897008 41.7904552)
17031330200,Current Asthma,9.3,POINT (-87.630568 41.8655783)
17031241600,COPD,1.9,POINT (-87.6653277 41.9067097)
17031240300,Current Asthma,8.9,POINT (-87.6750677 41.9123693)
17031250500,COPD,5.1,POINT (-87.796796 41.914618)
17031190800,Current Asthma,9,POINT (-87.7513624 41.9278186)
17031420800,Current Asthma,13.3,POINT (-87.6032569 41.7769097)
17031530100,COPD,12.5,POINT (-87.6179395 41.6818522)
17031400500,COPD,8.8,POINT (-87.6231791 41.7910414)
17031491100,COPD,7.5,POINT (-87.6376994 41.6997531)
17031440201,Current Asthma,13.4,POINT (-87.6100739 41.7482097)
17031260500,COPD,10.2,POINT (-87.7377282 41.8766639)
17031210700,COPD,2.6,POINT (-87.7038401 41.9357029)
17031250200,COPD,7.4,POINT (-87.751073 41.9123508)
17031351000,Current Asthma,10.7,POINT (-87.6065282 41.8355675)
17031560700,COPD,5.6,POINT (-87.7575202 41.7964626)
17031660400,Current Asthma,9.2,POINT (-87.7080441 41.7825321)
17031220500,Current Asthma,9.1,POINT (-87.7049877 41.9283343)
17031251100,Current Asthma,12.9,POINT (-87.7520112 41.8986248)
17031460500,COPD,6.8,POINT (-87.5726041 41.7468819)
17031491100,Current Asthma,12.2,POINT (-87.6376994 41.6997531)
17031611400,Current Asthma,10,POINT (-87.6721661 41.8048929)
17031320102,COPD,2.6,POINT (-87.6241944 41.8851249)
17031231500,COPD,9.3,POINT (-87.7186525 41.8917357)
17031251000,Current Asthma,12.9,POINT (-87.7448924 41.8986945)
17031440201,COPD,8.5,POINT (-87.6100739 41.7482097)
17031060800,Current Asthma,9,POINT (-87.6426489 41.953959)
17031140200,COPD,4.6,POINT (-87.7130043 41.9706949)
17031081202,Current Asthma,8.6,POINT (-87.6242374 41.9043769)
17031310900,Current Asthma,9.2,POINT (-87.6746741 41.8557716)
17031231100,COPD,7.1,POINT (-87.7150684 41.8992542)
17031420600,COPD,9.6,POINT (-87.6132777 41.7830135)
17031630400,COPD,5,POINT (-87.6987811 41.7972545)
17031261000,COPD,9.3,POINT (-87.7320094 41.8713379)
17031490902,Current Asthma,12.8,POINT (-87.6153262 41.7032801)
17031390400,Current Asthma,12.6,POINT (-87.6040582 41.8059243)
17031420100,Current Asthma,13.7,POINT (-87.5795042 41.7825689)
17031191301,COPD,5.1,POINT (-87.7802655 41.9201522)
17031430200,Current Asthma,13.2,POINT (-87.5813509 41.7697613)
17031280900,COPD,4.5,POINT (-87.6851324 41.8786261)
17031221200,COPD,2.7,POINT (-87.7046499 41.9210831)
17031230100,Current Asthma,9.5,POINT (-87.7043655 41.912008)
17031241400,COPD,2,POINT (-87.6753137 41.9060312)
17031630300,Current Asthma,9.1,POINT (-87.7086378 41.798862)
17031252201,Current Asthma,12.8,POINT (-87.7521051 41.8766958)
17031530100,Current Asthma,12.3,POINT (-87.6179395 41.6818522)
17031080201,Current Asthma,9.1,POINT (-87.6310051 41.9094976)
17031210800,Current Asthma,8.9,POINT (-87.6989334 41.9357455)
17031243400,COPD,2.7,POINT (-87.659854 41.892566)
17031251000,COPD,9.9,POINT (-87.7448924 41.8986945)
17031171100,Current Asthma,9.6,POINT (-87.7812865 41.9420528)
17031190602,Current Asthma,8.6,POINT (-87.7707371 41.9275604)
17031610400,COPD,4.9,POINT (-87.6674491 41.8103984)
17031390400,COPD,9,POINT (-87.6040582 41.8059243)
17031231100,Current Asthma,11.5,POINT (-87.7150684 41.8992542)
17031190601,Current Asthma,9,POINT (-87.7804606 41.9274146)
17031151100,COPD,5.6,POINT (-87.7617175 41.9422903)
17031081300,Current Asthma,8.7,POINT (-87.6207531 41.8983354)
17031340600,Current Asthma,15.2,POINT (-87.6326516 41.8272864)
17031700501,COPD,9.3,POINT (-87.6903423 41.7462133)
17031480500,COPD,7.9,POINT (-87.5590911 41.7276001)
17031491200,Current Asthma,12.9,POINT (-87.6374383 41.6887765)
17031430800,COPD,6.8,POINT (-87.5712983 41.76075)
17031520200,COPD,5.7,POINT (-87.5406913 41.7123087)
17031430900,COPD,8.9,POINT (-87.5811851 41.760641)
17031220300,Current Asthma,9,POINT (-87.6950863 41.9284647)
17031350400,Current Asthma,15.4,POINT (-87.6283695 41.8419291)
17031570300,COPD,4.4,POINT (-87.7307909 41.8041449)
17031292500,Current Asthma,12.9,POINT (-87.7322428 41.8551613)
17031430400,Current Asthma,12.7,POINT (-87.5903098 41.7621961)
17031390100,Current Asthma,11.9,POINT (-87.5905449 41.8135545)
17031222800,COPD,4.5,POINT (-87.7150953 41.9154349)
17031260600,Current Asthma,14.3,POINT (-87.732867 41.8771076)
17031530400,COPD,7.1,POINT (-87.6515267 41.6740397)
17031430900,Current Asthma,13.1,POINT (-87.5811851 41.760641)
17031340300,Current Asthma,7.5,POINT (-87.6357882 41.8428046)
17031210800,COPD,3.1,POINT (-87.6989334 41.9357455)
17031240800,Current Asthma,9,POINT (-87.6994876 41.9120483)
17031271800,Current Asthma,12.5,POINT (-87.6984897 41.8714964)
17031610400,Current Asthma,8.9,POINT (-87.6674491 41.8103984)
17031680500,COPD,10.4,POINT (-87.6523524 41.7905639)
17031242200,Current Asthma,9,POINT (-87.6747188 41.8995893)
17031400400,Current Asthma,13.7,POINT (-87.6183211 41.7911261)
17031060100,COPD,2.3,POINT (-87.6666112 41.9575311)
17031150300,Current Asthma,9.3,POINT (-87.7622859 41.9605179)
17031020301,Current Asthma,9.3,POINT (-87.7051865 42.0068651)
17031530200,COPD,8.4,POINT (-87.6323954 41.6815612)
