LocationName,Measure,Data_Value,Geolocation
17031190900,COPD,4.5,POINT (-87.7441048 41.9279225)
17031540102,COPD,11.7,POINT (-87.6054488 41.66733)
17031221100,COPD,3.3,POINT (-87.7103609 41.9210205)
17031611800,Current Asthma,11,POINT (-87.6671138 41.7976477)
17031650400,Current Asthma,9,POINT (-87.7171651 41.7653118)
17031440800,COPD,12.6,POINT (-87.603328 41.7317114)
17031291600,Current Asthma,9.8,POINT (-87.6922159 41.8576415)
17031710600,COPD,9.1,POINT (-87.6609434 41.74766)
17031190702,COPD,5.9,POINT (-87.7610395 41.9261631)
17031243100,Current Asthma,8.9,POINT (-87.6745068 41.8923546)
17031250600,Current Asthma,11.9,POINT (-87.7706303 41.9056935)
17031240200,COPD,3,POINT (-87.6701816 41.9124417)
17031230100,COPD,3.9,POINT (-87.7043655 41.912008)
17031291200,Current Asthma,14.4,POINT (-87.7128746 41.8626611)
17031221400,COPD,2.4,POINT (-87.694532 41.9208013)
17031410900,COPD,3.7,POINT (-87.5780937 41.7967097)
17031480100,COPD,7.2,POINT (-87.5757292 41.735241)
17031640500,Current Asthma,9.4,POINT (-87.7909879 41.7756825)
17031210900,COPD,2.9,POINT (-87.6931182 41.9348372)
17031241500,COPD,1.5,POINT (-87.6709298 41.908374)
17031530501,Current Asthma,13.8,POINT (-87.632166 41.674278)
17031390200,Current Asthma,11.5,POINT (-87.5994765 41.813041)
17031301801,COPD,4.7,POINT (-87.7350509 41.8416597)
17031283200,Current Asthma,9.8,POINT (-87.6592023 41.869579)
17031611600,COPD,6.6,POINT (-87.676898 41.7976329)
17031620100,Current Asthma,8.8,POINT (-87.7180257 41.7980175)
17031210501,Current Asthma,9.7,POINT (-87.7223301 41.9374013)
17031251900,Current Asthma,14,POINT (-87.7600945 41.8838116)
17031242700,Current Asthma,9.8,POINT (-87.6993742 41.8974254)
17031560100,COPD,5.8,POINT (-87.741591 41.8156765)
17031660301,Current Asthma,10.3,POINT (-87.6982872 41.7799541)
17031650200,COPD,4.3,POINT (-87.7302252 41.7822221)
17031700401,Current Asthma,11,POINT (-87.7120355 41.7455372)
17031260600,COPD,11.7,POINT (-87.732867 41.8771076)
17031660500,Current Asthma,9.1,POINT (-87.7079271 41.7752461)
17031520600,COPD,6.2,POINT (-87.5404 41.6895204)
17031440101,COPD,11.2,POINT (-87.6014512 41.7486271)
17031500300,Current Asthma,11.1,POINT (-87.6053698 41.689315)
17031580200,Current Asthma,9.1,POINT (-87.6993478 41.8267718)
17031301600,COPD,6.7,POINT (-87.712252 41.8407572)
17031460400,COPD,7.1,POINT (-87.5636922 41.7444903)
17031431301,Current Asthma,14.8,POINT (-87.5601871 41.7535302)
17031530503,Current Asthma,12.6,POINT (-87.6375356 41.6642039)
17031200401,Current Asthma,8.9,POINT (-87.7375419 41.9198285)
17031710600,Current Asthma,13.7,POINT (-87.6609434 41.74766)
17031460301,Current Asthma,12.5,POINT (-87.5563673 41.7400264)
17031611800,COPD,6.1,POINT (-87.6671138 41.7976477)
17031610800,COPD,5.7,POINT (-87.6384046 41.8127119)
17031190300,Current Asthma,9.1,POINT (-87.7614635 41.9349864)
17031691200,COPD,9.5,POINT (-87.6304113 41.7526208)
17031251200,COPD,7.3,POINT (-87.760604 41.8985491)
17031222500,Current Asthma,8.9,POINT (-87.6995874 41.9156825)
17031491400,COPD,8.6,POINT (-87.6168215 41.6891232)
17031611300,Current Asthma,9.3,POINT (-87.6673039 41.8049362)
17031580600,COPD,4.9,POINT (-87.6920314 41.8173978)
17031510100,Current Asthma,9,POINT (-87.5500748 41.7126213)
17031600900,Current Asthma,9.2,POINT (-87.6531428 41.836513)
17031710800,Current Asthma,13.2,POINT (-87.6488126 41.7478366)
17031380600,COPD,8,POINT (-87.6229356 41.820151)
17031460100,Current Asthma,12.3,POINT (-87.5367253 41.7478345)
17031691200,Current Asthma,13.5,POINT (-87.6304113 41.7526208)
17031190900,Current Asthma,8.3,POINT (-87.7441048 41.9279225)
17031550100,COPD,7.7,POINT (-87.5359785 41.6631813)
17031691400,COPD,10.8,POINT (-87.6101685 41.7548455)
17031411200,Current Asthma,9.1,POINT (-87.5940171 41.7905618)
17031280900,Current Asthma,12.5,POINT (-87.6851324 41.8786261)
17031700302,Current Asthma,9.8,POINT (-87.7313064 41.7383652)
17031250700,Current Asthma,12.9,POINT (-87.7608128 41.9058206)
17031231500,Current Asthma,12.8,POINT (-87.7186525 41.8917357)
17031560700,Current Asthma,9.2,POINT (-87.7575202 41.7964626)
17031320600,COPD,2.2,POINT (-87.6165962 41.8705542)
17031600900,COPD,5.9,POINT (-87.6531428 41.836513)
17031400800,Current Asthma,15.6,POINT (-87.620558 41.7828633)
17031672000,COPD,9.7,POINT (-87.6711281 41.7611983)
17031560400,COPD,6.5,POINT (-87.7406144 41.8040062)
17031460200,Current Asthma,11.4,POINT (-87.5470101 41.7413872)
17031440300,Current Asthma,12.2,POINT (-87.6195424 41.7437212)
17031381400,COPD,7.6,POINT (-87.6214298 41.8076202)
17031260700,COPD,10.7,POINT (-87.7279962 41.8770565)
17031281900,Current Asthma,8,POINT (-87.6429236 41.8786346)
17031700501,Current Asthma,12.6,POINT (-87.6903423 41.7462133)
17031351400,COPD,10.5,POINT (-87.6240909 41.8274019)
17031230400,COPD,4.7,POINT (-87.7215519 41.9118202)
17031491000,Current Asthma,13.9,POINT (-87.6280536 41.6997625)
17031580300,COPD,3.6,POINT (-87.708934 41.8251876)
17031252102,COPD,9.5,POINT (-87.7598276 41.876599)
17031620400,COPD,4.7,POINT (-87.7181682 41.7896382)
17031171000,COPD,5.3,POINT (-87.7965238 41.9418072)
17031191000,Current Asthma,8.7,POINT (-87.743801 41.9192297)
17031550200,Current Asthma,9.3,POINT (-87.564827 41.6550974)
17031670500,COPD,11.3,POINT (-87.6764044 41.786578)
17031222700,COPD,4,POINT (-87.7102058 41.9155009)
17031660700,COPD,9.3,POINT (-87.6810955 41.7738452)
17031660600,COPD,5.7,POINT (-87.6933406 41.7772873)
17031610300,Current Asthma,9.4,POINT (-87.6751022 41.8161779)
17031490800,COPD,8.8,POINT (-87.6153469 41.7106902)
17031300800,COPD,8.1,POINT (-87.7075818 41.8481108)
17031222800,Current Asthma,9.8,POINT (-87.7150953 41.9154349)
17031420500,Current Asthma,14.4,POINT (-87.6084261 41.7831002)
17031671400,Current Asthma,13,POINT (-87.6762289 41.7737921)
17031200402,COPD,4.5,POINT (-87.7296789 41.9196348)
17031710200,Current Asthma,14.1,POINT (-87.6514252 41.7551131)
17031280100,COPD,1.6,POINT (-87.6434977 41.885452)
17031600700,Current Asthma,8.6,POINT (-87.660543 41.8407816)
17031221500,Current Asthma,9.1,POINT (-87.6899513 41.9216468)
17031611900,COPD,9.9,POINT (-87.6595552 41.7985375)
17031251700,COPD,6.8,POINT (-87.7444793 41.8913844)
17031191302,COPD,5.6,POINT (-87.7705334 41.9202289)
17031260500,Current Asthma,13.7,POINT (-87.7377282 41.8766639)
17031241000,Current Asthma,9.3,POINT (-87.6945342 41.9079686)
17031180100,Current Asthma,9.2,POINT (-87.7986317 41.9344851)
17031480200,Current Asthma,12.4,POINT (-87.5898829 41.7351241)
17031680500,Current Asthma,13.4,POINT (-87.6523524 41.7905639)
17031681400,COPD,9.7,POINT (-87.6491706 41.7615223)
17031590600,Current Asthma,8.5,POINT (-87.6729244 41.8268332)
17031670700,Current Asthma,14.1,POINT (-87.6667315 41.7830686)
17031241600,Current Asthma,9.1,POINT (-87.6653277 41.9067097)
17031190200,COPD,5.6,POINT (-87.7516489 41.9351136)
17031222500,COPD,2.1,POINT (-87.6995874 41.9156825)
17031803100,Current Asthma,9.4,POINT (-87.9864133 42.1003925)
17031812700,Current Asthma,9.7,POINT (-87.7894754 41.8833934)
17031804607,Current Asthma,9.1,POINT (-88.0520065 41.997336)
17031804701,Current Asthma,9.1,POINT (-88.1606437 42.0516883)
17031301100,COPD,6.1,POINT (-87.6979734 41.847029)
17031520200,Current Asthma,9.4,POINT (-87.5406913 41.7123087)
17031804204,COPD,4.8,POINT (-88.202193 42.1151722)
17031804314,Current Asthma,8.9,POINT (-88.2040103 42.0377093)
17031770700,COPD,7.1,POINT (-87.8694197 41.9854357)
17031520400,Current Asthma,8.9,POINT (-87.5307029 41.703008)
17031320600,Current Asthma,8.9,POINT (-87.6165962 41.8705542)
17031640600,Current Asthma,9.2,POINT (-87.7714298 41.7760362)
17031280800,COPD,8.1,POINT (-87.6889009 41.8785967)
17031440900,COPD,7.3,POINT (-87.6090057 41.728669)
17031252101,Current Asthma,12.4,POINT (-87.7698552 41.8738812)
17031660600,Current Asthma,10.9,POINT (-87.6933406 41.7772873)
17031380200,Current Asthma,13.4,POINT (-87.6149861 41.820574)
17031710300,Current Asthma,12.8,POINT (-87.6611057 41.7540485)
17031804716,Current Asthma,8.3,POINT (-88.1141927 42.0420219)
17031190401,COPD,4.7,POINT (-87.7809524 41.9347276)
17031230900,COPD,4,POINT (-87.7103505 41.9066918)
17031710400,COPD,9.9,POINT (-87.6709328 41.7539184)
17031222600,Current Asthma,9.2,POINT (-87.7044798 41.9156388)
17031690400,COPD,7.3,POINT (-87.6202039 41.769259)
17031301802,Current Asthma,8.9,POINT (-87.7277592 41.8451846)
17031240800,COPD,2.9,POINT (-87.6994876 41.9120483)
17031310900,COPD,4.8,POINT (-87.6746741 41.8557716)
17031200100,COPD,5.1,POINT (-87.7376226 41.9350552)
17031480200,COPD,6.9,POINT (-87.5898829 41.7351241)
17031243300,Current Asthma,9.1,POINT (-87.6647388 41.8924781)
17031822301,COPD,7.1,POINT (-87.7712608 41.7298543)
17031817400,Current Asthma,9.6,POINT (-87.838256 41.8930003)
17031819500,Current Asthma,9.9,POINT (-87.8672573 41.8143023)
17031410200,COPD,2.5,POINT (-87.5942651 41.8016709)
17031817101,Current Asthma,12.7,POINT (-87.8780999 41.8762488)
17031809402,Current Asthma,9.3,POINT (-87.6820289 42.0490312)
17031802506,COPD,5.7,POINT (-87.8977629 42.1299534)
17031810502,COPD,7.9,POINT (-87.8104592 41.9595847)
17031630600,Current Asthma,9.3,POINT (-87.6888524 41.8012095)
17031490500,Current Asthma,12.1,POINT (-87.6131964 41.7179309)
17031580800,COPD,4,POINT (-87.6866436 41.8102197)
17031681400,Current Asthma,13.2,POINT (-87.6491706 41.7615223)
17031520400,COPD,5.3,POINT (-87.5307029 41.703008)
17031611400,COPD,9.8,POINT (-87.6721661 41.8048929)
17031241300,COPD,2.3,POINT (-87.681025 41.9067716)
17031700301,COPD,5,POINT (-87.7317117 41.7456225)
17031460800,COPD,12.1,POINT (-87.5531842 41.7356005)
17031260400,Current Asthma,14.7,POINT (-87.7380411 41.8842145)
17031440600,Current Asthma,12.9,POINT (-87.6191373 41.7326718)
17031810302,COPD,4.5,POINT (-87.6947173 42.0294129)
17031810800,COPD,5.3,POINT (-87.8209674 41.9322899)
17031803300,COPD,5.3,POINT (-87.9894768 42.0850701)
17031242000,Current Asthma,8.9,POINT (-87.6649536 41.8997371)
17031803800,Current Asthma,9.4,POINT (-88.0354428 42.109026)
17031700100,COPD,6.3,POINT (-87.6953091 41.7535935)
17031242100,COPD,1.9,POINT (-87.6698375 41.8996698)
17031530600,Current Asthma,12.9,POINT (-87.6191458 41.6700882)
17031301100,Current Asthma,9.7,POINT (-87.6979734 41.847029)
17031301600,Current Asthma,9.2,POINT (-87.712252 41.8407572)
17031671500,Current Asthma,12.7,POINT (-87.6696315 41.7681722)
17031252000,COPD,10,POINT (-87.7698798 41.8836759)
17031640800,Current Asthma,9,POINT (-87.7397422 41.7748241)
17031612000,Current Asthma,11.8,POINT (-87.652536 41.7978466)
17031410500,COPD,4.6,POINT (-87.6037423 41.7978308)
17031580502,Current Asthma,8.9,POINT (-87.6993102 41.8145617)
17031530400,Current Asthma,12.8,POINT (-87.6515267 41.6740397)
17031240500,COPD,1.6,POINT (-87.6836267 41.9119683)
17031690300,COPD,8.3,POINT (-87.6290093 41.7686693)
17031804508,COPD,5.6,POINT (-88.1800998 42.0073192)
17031818800,Current Asthma,9.4,POINT (-87.8544213 41.8271222)
17031811301,Current Asthma,9.2,POINT (-87.8832944 41.9159946)
17031750300,COPD,4.3,POINT (-87.6861726 41.6953911)
17031310800,COPD,3.8,POINT (-87.6685737 41.8559337)
17031220601,COPD,2.1,POINT (-87.7128836 41.9258252)
17031260400,COPD,15,POINT (-87.7380411 41.8842145)
17031560800,COPD,4.9,POINT (-87.7721659 41.7962056)
17031421200,COPD,14.5,POINT (-87.6089474 41.7706621)
17031420500,COPD,13.5,POINT (-87.6084261 41.7831002)
17031271500,COPD,7.9,POINT (-87.7131559 41.8717861)
17031360200,COPD,9.6,POINT (-87.6098876 41.8268855)
17031242600,Current Asthma,9.7,POINT (-87.694197 41.90056)
17031630500,Current Asthma,9,POINT (-87.6890171 41.7974279)
17031340400,COPD,7.7,POINT (-87.6320356 41.8418857)
17031808900,COPD,3.6,POINT (-87.7174711 42.0665152)
17031807600,COPD,5.1,POINT (-87.7224577 42.0214424)
17031813302,COPD,5.9,POINT (-87.7446672 41.8622744)
17031820000,COPD,3.6,POINT (-87.9139502 41.8014106)
17031292400,Current Asthma,13.4,POINT (-87.7223992 41.8552397)
17031803013,Current Asthma,9.3,POINT (-87.9718935 42.143092)
17031800300,Current Asthma,8.9,POINT (-87.7574932 42.1125387)
17031822102,Current Asthma,10,POINT (-87.7315013 41.721552)
17031818800,COPD,4.5,POINT (-87.8544213 41.8271222)
17031802402,COPD,6.6,POINT (-87.9100992 42.1479523)
17031802802,Current Asthma,9.3,POINT (-87.9432469 42.071667)
17031823303,COPD,7.1,POINT (-87.7279109 41.6777448)
17031251300,Current Asthma,12.4,POINT (-87.7703849 41.8984251)
17031241200,COPD,2.4,POINT (-87.6846857 41.906707)
17031242800,COPD,3.8,POINT (-87.6903237 41.892632)
17031580300,Current Asthma,8.1,POINT (-87.708934 41.8251876)
17031440300,COPD,6.4,POINT (-87.6195424 41.7437212)
17031681300,Current Asthma,14.5,POINT (-87.6398423 41.7611807)
17031804514,Current Asthma,8.6,POINT (-88.2307015 41.9987533)
17031818300,Current Asthma,10.5,POINT (-87.8987752 41.8772724)
17031822000,Current Asthma,10.3,POINT (-87.7311338 41.7312484)
17031770300,COPD,5.6,POINT (-88.0063939 42.0411009)
17031820104,COPD,5.9,POINT (-87.877102 41.7821533)
17031809800,Current Asthma,9.9,POINT (-87.685499 42.037529)
17031221200,Current Asthma,9.4,POINT (-87.7046499 41.9210831)
17031243300,COPD,2.4,POINT (-87.6647388 41.8924781)
17031818200,COPD,5.2,POINT (-87.8751418 41.8635151)
17031801605,Current Asthma,8.8,POINT (-87.8632115 42.1291981)
17031817700,Current Asthma,11.7,POINT (-87.8517415 41.87175)
17031804712,Current Asthma,9.1,POINT (-88.1261143 42.0365788)
17031230500,COPD,6.1,POINT (-87.7339434 41.9116892)
17031804606,Current Asthma,9,POINT (-88.0480798 42.009136)
17031820800,Current Asthma,9.5,POINT (-87.7735919 41.8072538)
17031520500,COPD,5.9,POINT (-87.5308719 41.6931158)
17031510100,COPD,5.3,POINT (-87.5500748 41.7126213)
17031301801,Current Asthma,8.6,POINT (-87.7350509 41.8416597)
17031222900,Current Asthma,8.8,POINT (-87.7200744 41.9155644)
17031410100,Current Asthma,10.4,POINT (-87.5810259 41.8015822)
17031222600,COPD,2.9,POINT (-87.7044798 41.9156388)
17031221000,COPD,3.7,POINT (-87.7152526 41.9209604)
17031820606,Current Asthma,9.9,POINT (-87.8542947 41.7377492)
17031805902,Current Asthma,9,POINT (-87.8472073 42.0329109)
17031750500,Current Asthma,11.6,POINT (-87.6712334 41.6846154)
17031811701,COPD,6.2,POINT (-87.9029938 41.9421289)
17031807300,COPD,5.1,POINT (-87.7549133 42.0337614)
17031814400,Current Asthma,9,POINT (-87.7635474 41.827686)
17031817200,Current Asthma,12.4,POINT (-87.8545258 41.8830061)
17031804105,COPD,4.3,POINT (-88.0965417 42.077721)
17031806005,COPD,4.7,POINT (-87.8506827 42.0435347)
17031806900,COPD,5.9,POINT (-87.7557144 42.056765)
17031760801,Current Asthma,8.7,POINT (-87.8448495 41.9834867)
17031410800,Current Asthma,9.2,POINT (-87.5896248 41.7979614)
17031420100,COPD,9.9,POINT (-87.5795042 41.7825689)
17031570400,Current Asthma,8.9,POINT (-87.7191305 41.8049921)
17031310200,COPD,2.4,POINT (-87.6442091 41.85631)
17031530600,COPD,7.2,POINT (-87.6191458 41.6700882)
17031800800,COPD,5.5,POINT (-87.7586298 42.09722)
17031711400,Current Asthma,12.5,POINT (-87.6521168 41.7336614)
17031816100,COPD,5.9,POINT (-87.8183947 41.8615597)
17031351500,COPD,6,POINT (-87.6277309 41.8272402)
17031670100,Current Asthma,13.7,POINT (-87.6572084 41.7904937)
17031812301,Current Asthma,9.2,POINT (-87.7984589 41.8891477)
17031818402,Current Asthma,9.6,POINT (-87.8918596 41.851896)
17031804804,COPD,5.1,POINT (-88.1267398 41.9968749)
17031804203,COPD,3.9,POINT (-88.1581646 42.0988871)
17031251600,Current Asthma,13.2,POINT (-87.7518037 41.8914065)
17031671200,COPD,11.6,POINT (-87.6665823 41.7766993)
17031580600,Current Asthma,8.7,POINT (-87.6920314 41.8173978)
17031431302,Current Asthma,14.5,POINT (-87.5627859 41.7583855)
17031301701,COPD,4.8,POINT (-87.7196254 41.8424805)
17031650302,Current Asthma,9.1,POINT (-87.7177331 41.7750931)
17031300700,COPD,4.9,POINT (-87.7124504 41.848072)
17031801200,Current Asthma,8.8,POINT (-87.68483 42.0788722)
17031804608,Current Asthma,8.7,POINT (-88.0729963 42.033868)
17031807100,COPD,4.1,POINT (-87.7210786 42.0444535)
17031802404,COPD,5.4,POINT (-87.9440326 42.1477505)
17031819802,Current Asthma,9.1,POINT (-87.8949053 41.7972017)
17031490700,Current Asthma,13,POINT (-87.6283617 41.7107339)
17031808702,COPD,2.5,POINT (-87.6718922 42.058204)
17031805901,Current Asthma,9.3,POINT (-87.8707849 42.0348396)
17031804609,Current Asthma,8,POINT (-88.0446067 42.0315791)
17031680900,Current Asthma,14.7,POINT (-87.6376304 41.7764305)
17031620300,Current Asthma,8.7,POINT (-87.7304438 41.7895025)
17031670600,Current Asthma,13,POINT (-87.6715772 41.7830054)
17031190601,COPD,4.6,POINT (-87.7804606 41.9274146)
17031821101,Current Asthma,9.8,POINT (-87.7621853 41.7382829)
17031804710,COPD,4.8,POINT (-88.107542 42.0317627)
17031491200,COPD,9.8,POINT (-87.6374383 41.6887765)
17031809500,Current Asthma,9,POINT (-87.6877279 42.0464554)
17031805301,COPD,5.5,POINT (-87.8196521 42.044974)
17031821001,Current Asthma,10.5,POINT (-87.7913613 41.742172)
17031804108,COPD,2.5,POINT (-88.0507852 42.0749485)
17031390300,Current Asthma,13.2,POINT (-87.6042089 41.8132006)
17031819900,COPD,3.8,POINT (-87.9071573 41.8041801)
17031817000,COPD,6.7,POINT (-87.8725068 41.8873598)
17031770202,COPD,8.1,POINT (-88.0219089 42.0286697)
17031806102,Current Asthma,9.2,POINT (-87.9024646 42.0479477)
17031818600,COPD,4.4,POINT (-87.8654967 41.840241)
17031240500,Current Asthma,8.8,POINT (-87.6836267 41.9119683)
17031650302,COPD,6.1,POINT (-87.7177331 41.7750931)
17031381400,Current Asthma,13.6,POINT (-87.6214298 41.8076202)
17031190100,Current Asthma,9.1,POINT (-87.7443889 41.9352176)
17031710300,COPD,7.5,POINT (-87.6611057 41.7540485)
17031251300,COPD,7.5,POINT (-87.7703849 41.8984251)
17031530200,Current Asthma,13.1,POINT (-87.6323954 41.6815612)
17031813200,COPD,4.1,POINT (-87.7969689 41.8690617)
17031805501,COPD,5.4,POINT (-87.8378985 42.0196065)
17031806103,Current Asthma,9.1,POINT (-87.9118137 42.0588334)
17031700100,Current Asthma,11.3,POINT (-87.6953091 41.7535935)
17031251400,COPD,10.9,POINT (-87.7701248 41.8909574)
17031803500,Current Asthma,9.1,POINT (-87.9940638 42.0739284)
17031818900,COPD,5.8,POINT (-87.8668626 41.8275855)
17031803010,COPD,4.3,POINT (-87.979999 42.1512524)
17031280100,Current Asthma,8.5,POINT (-87.6434977 41.885452)
17031250300,Current Asthma,11.9,POINT (-87.7608528 41.9128483)
17031670300,Current Asthma,12.7,POINT (-87.6669167 41.7903576)
17031242400,Current Asthma,9.3,POINT (-87.68449 41.8994219)
17031190402,Current Asthma,9.3,POINT (-87.7712318 41.9348596)
17031381900,COPD,6.5,POINT (-87.6138885 41.8039557)
17031530300,COPD,8.6,POINT (-87.6517524 41.6813144)
17031191301,Current Asthma,9.2,POINT (-87.7802655 41.9201522)
17031171100,COPD,6.4,POINT (-87.7812865 41.9420528)
17031814200,COPD,4.1,POINT (-87.7456153 41.8356494)
17031805111,Current Asthma,9.1,POINT (-87.9438078 42.035507)
17031804506,COPD,5.5,POINT (-88.1964874 42.0031424)
17031440700,Current Asthma,12.6,POINT (-87.6096294 41.7347514)
17031590700,Current Asthma,8.6,POINT (-87.6627888 41.8260539)
17031822400,Current Asthma,10.7,POINT (-87.7884717 41.7229415)
17031813600,Current Asthma,8.7,POINT (-87.7648564 41.8540563)
17031801701,Current Asthma,8.6,POINT (-87.8429419 42.1264867)
17031804513,Current Asthma,8.9,POINT (-88.2251086 42.0084595)
17031630600,COPD,6.1,POINT (-87.6888524 41.8012095)
17031210900,Current Asthma,8.7,POINT (-87.6931182 41.9348372)
17031815400,Current Asthma,9.7,POINT (-87.796191 41.8313704)
17031823101,COPD,8.6,POINT (-87.7928456 41.6908498)
17031820501,Current Asthma,10.1,POINT (-87.8141057 41.771069)
17031815000,COPD,4.8,POINT (-87.7830143 41.8562543)
17031191100,Current Asthma,9.6,POINT (-87.7509763 41.9196293)
17031681300,COPD,14.4,POINT (-87.6398423 41.7611807)
17031430400,COPD,7.7,POINT (-87.5903098 41.7621961)
17031520500,Current Asthma,9.1,POINT (-87.5308719 41.6931158)
17031410900,Current Asthma,9.7,POINT (-87.5780937 41.7967097)
17031191100,COPD,6.3,POINT (-87.7509763 41.9196293)
17031280400,COPD,7.8,POINT (-87.6718846 41.8860094)
17031804806,Current Asthma,9.3,POINT (-88.1363775 42.0086881)
17031813702,Current Asthma,8.5,POINT (-87.7465073 41.8551811)
17031804109,Current Asthma,8.8,POINT (-88.0367314 42.0754963)
17031808302,Current Asthma,8.5,POINT (-87.7667893 42.0322813)
17031818200,Current Asthma,10.2,POINT (-87.8751418 41.8635151)
17031804705,Current Asthma,9.4,POINT (-88.1136271 42.0594346)
17031800400,Current Asthma,8.9,POINT (-87.7290577 42.1116252)
17031240200,Current Asthma,9,POINT (-87.6701816 41.9124417)
17031210602,COPD,3.6,POINT (-87.712572 41.934163)
17031720700,Current Asthma,11.1,POINT (-87.6651388 41.7031071)
17031803200,Current Asthma,9.2,POINT (-87.9976755 42.0988438)
17031252201,COPD,9.6,POINT (-87.7521051 41.8766958)
17031243500,Current Asthma,8.9,POINT (-87.6525227 41.8926494)
17031640400,COPD,5.7,POINT (-87.7912474 41.7811784)
17031620200,Current Asthma,8.8,POINT (-87.7292339 41.7955215)
17031330200,COPD,4.3,POINT (-87.630568 41.8655783)
17031220601,Current Asthma,8.6,POINT (-87.7128836 41.9258252)
17031270500,Current Asthma,15.1,POINT (-87.7177932 41.8762402)
17031805301,Current Asthma,8.5,POINT (-87.8196521 42.044974)
17031821401,Current Asthma,12.8,POINT (-87.6578736 41.6662102)
17031740200,COPD,5.4,POINT (-87.7127057 41.7047017)
17031822701,COPD,5.9,POINT (-87.730327 41.7123761)
17031804102,Current Asthma,8.7,POINT (-88.0754279 42.096721)
17031812802,Current Asthma,10.2,POINT (-87.7971767 41.883289)
17031250500,Current Asthma,9.8,POINT (-87.796796 41.914618)
17031440700,COPD,8.3,POINT (-87.6096294 41.7347514)
17031814000,Current Asthma,8.9,POINT (-87.7754192 41.8453738)
17031821401,COPD,8.2,POINT (-87.6578736 41.6662102)
17031810400,COPD,5.3,POINT (-87.8294387 41.9875737)
17031804313,COPD,4.8,POINT (-88.2401967 42.0625192)
17031817102,Current Asthma,11.7,POINT (-87.8657806 41.8771915)
17031811000,Current Asthma,9.4,POINT (-87.8197163 41.915668)
17031804603,Current Asthma,8.8,POINT (-88.0540088 42.0543487)
17031330103,Current Asthma,9.5,POINT (-87.6234172 41.8564796)
17031310700,COPD,4.4,POINT (-87.6649061 41.8559903)
17031560900,Current Asthma,9.3,POINT (-87.7916514 41.7957702)
17031491400,Current Asthma,13.1,POINT (-87.6168215 41.6891232)
17031710500,Current Asthma,13.5,POINT (-87.6707874 41.7475316)
17031460800,Current Asthma,13.2,POINT (-87.5531842 41.7356005)
17031330101,COPD,3,POINT (-87.613225 41.8591203)
17031400500,Current Asthma,13.8,POINT (-87.6231791 41.7910414)
17031817101,COPD,8.2,POINT (-87.8780999 41.8762488)
17031809200,COPD,6,POINT (-87.6992705 42.0525535)
17031580400,COPD,5.8,POINT (-87.7091845 41.8152753)
17031806801,Current Asthma,8.8,POINT (-87.7395379 42.0563811)
17031800800,Current Asthma,9.1,POINT (-87.7586298 42.09722)
17031720400,Current Asthma,10.3,POINT (-87.6866686 41.7099918)
17031820103,COPD,5.4,POINT (-87.8661978 41.7899375)
17031804109,COPD,4.9,POINT (-88.0367314 42.0754963)
17031470100,COPD,9.9,POINT (-87.5964894 41.7282207)
17031190100,COPD,5.6,POINT (-87.7443889 41.9352176)
17031640100,Current Asthma,9.1,POINT (-87.7398608 41.7819196)
17031380100,COPD,7.3,POINT (-87.6100974 41.8202019)
17031220701,COPD,2.9,POINT (-87.7215651 41.9261554)
17031283800,Current Asthma,10.9,POINT (-87.6537547 41.8634168)
17031310400,Current Asthma,9,POINT (-87.6522613 41.8565069)
17031221300,Current Asthma,9.3,POINT (-87.6997541 41.9211256)
17031661000,Current Asthma,12.5,POINT (-87.6850469 41.7618177)
17031804204,Current Asthma,8.8,POINT (-88.202193 42.1151722)
17031802900,Current Asthma,9.3,POINT (-87.9690169 42.0971614)
17031815800,COPD,5.8,POINT (-87.8366826 41.8315845)
17031811402,COPD,6.3,POINT (-87.8748227 41.9266487)
17031241100,COPD,3.2,POINT (-87.6895801 41.9066403)
17031820603,COPD,7.8,POINT (-87.8434104 41.7530761)
17031805502,COPD,4.1,POINT (-87.8239849 42.0171513)
17031813302,Current Asthma,9.5,POINT (-87.7446672 41.8622744)
17031711500,COPD,9.5,POINT (-87.6386888 41.7324402)
17031770700,Current Asthma,9.7,POINT (-87.8694197 41.9854357)
17031802404,Current Asthma,8.9,POINT (-87.9440326 42.1477505)
17031720300,Current Asthma,9.7,POINT (-87.6771439 41.7139198)
17031809300,COPD,4.6,POINT (-87.6864657 42.0579521)
17031241300,Current Asthma,9.2,POINT (-87.681025 41.9067716)
17031220400,Current Asthma,8.9,POINT (-87.6999684 41.9284314)
17031600600,Current Asthma,8.3,POINT (-87.655751 41.8424685)
17031561100,Current Asthma,8.9,POINT (-87.7719099 41.7888698)
17031671200,Current Asthma,14,POINT (-87.6665823 41.7766993)
17031271500,Current Asthma,13.1,POINT (-87.7131559 41.8717861)
17031480500,Current Asthma,12,POINT (-87.5590911 41.7276001)
17031500200,Current Asthma,13.5,POINT (-87.6003086 41.7008552)
17031700200,COPD,5.7,POINT (-87.723784 41.7529893)
17031802609,COPD,4.8,POINT (-87.8996709 42.1053603)
17031808500,COPD,4.7,POINT (-87.7735988 42.0472355)
17031760802,COPD,7,POINT (-87.842621 41.9561268)
17031820604,Current Asthma,11.1,POINT (-87.826879 41.749875)
17031803016,COPD,3.1,POINT (-87.986523 42.1208172)
17031222200,Current Asthma,8.8,POINT (-87.6838262 41.9159095)
17031806600,COPD,5.4,POINT (-87.8730733 42.0034176)
