COMPLAINT_TYPE,RESOLUTION,LATITUDE,LONGITUDE
Air Pollution Work Order,NA,41.94622136231,-87.66869501469
Illegal Dumping Work Order,NA,41.78430061802,-87.78165868278
Air Pollution Work Order,Resolved,41.98511286359,-87.66895925792
Air Pollution Work Order,NA,41.98905062851,-87.66526222089
Air Pollution Work Order,NA,41.90763271961,-87.63024615644
Toxics Hazardous Materials Work Order,NA,41.98541806317,-87.68965314087
Air Pollution Work Order,NA,41.8205331601,-87.69396863811
Permits Issued by DOE Work Order,NA,41.88449511291,-87.69283074015
Air Pollution Work Order,NA,41.93924247227,-87.64570251893
Permits Issued by DOE Work Order,NA,41.81911576773,-87.69628503629
Air Pollution Work Order,NA,41.91202824383,-87.70694973345
Illegal Dumping Work Order,Refer to StreetsSanitation,41.70171704864,-87.63057660153
Other,NA,41.6838971604,-87.64132500715
Air Pollution Work Order,NA,41.73174413065,-87.57057967657
Air Pollution Work Order,NA,41.95410434018,-87.6743157688
Noise Complaint,NA,41.88508443759,-87.63966716408
Asbestos Work Order,NA,41.8088150393,-87.64568295315
Air Pollution Work Order,NA,41.96483388607,-87.78105268904
Air Pollution Work Order,Alleged violation not found,41.74108440255,-87.55033860248
Air Pollution Work Order,Alleged violation not found,41.82297276573,-87.67702220738
Air Pollution Work Order,Resolved,41.86233195045,-87.71149511408
Asbestos Work Order,Alleged violation founded,41.96871188907,-87.74090310394
Air Pollution Work Order,NA,41.96344308775,-87.67388170425
Noise Complaint,NA,41.88271475948,-87.62800332055
Noise Complaint,Resolved,41.99009198114,-87.67051447886
Toxics Hazardous Materials Work Order,NA,41.89576324112,-87.69676492203
Other,NA,41.7685659855,-87.58299131466
Recycling Work Order,NA,41.9412901799,-87.64132799731
Service Stations/Storage Tanks Work Order,NA,41.96360017941,-87.70847030984
Permits Issued by DOE Work Order,NA,41.67198467679,-87.65942497815
Noise Complaint,Alleged violation not found,41.84143326241,-87.70112636949
Noise Complaint,NA,41.94280041786,-87.65069860802
Air Pollution Work Order,Complaint Valid,41.92802993584,-87.65109186242
Construction and Demolition,Refer to StreetsSanitation,41.97894864029,-87.73684210124
Noise Complaint,NA,41.89219365703,-87.62952200768
Noise Complaint,NA,41.92174109482,-87.66185141518
Noise Complaint,NA,41.97604242754,-87.68630927574
Air Pollution Work Order,Refer to VentilationHeating,41.94914622699,-87.66392761931
Air Pollution Work Order,NA,41.94789838026,-87.6799440766
Air Pollution Work Order,NA,41.8303555543,-87.66877462788
Air Pollution Work Order,NA,41.81346130075,-87.59827399218
Toxics Hazardous Materials Work Order,NA,41.8559746982,-87.65329886899
Noise Complaint,NA,41.97501791723,-87.68926689317
Air Pollution Work Order,NA,41.9038991708,-87.77557193762
Air Pollution Work Order,NA,41.94789838026,-87.6799440766
Illegal Dumping Work Order,NA,41.76842299199,-87.58653313012
Noise Complaint,Resolved,41.87447214941,-87.62981321502
Permits Issued by DOE Work Order,NA,41.86413057848,-87.73382481581
Other,NA,41.91127195713,-87.63331673557
Asbestos Work Order,NA,41.94011389199,-87.64771536708
Noise Complaint,NA,41.94009012485,-87.6493099591
Permits Issued by DOE Work Order,NA,42.01321208351,-87.80676546861
Air Pollution Work Order,Complaint Valid,41.93902940148,-87.65957785453
Toxics Hazardous Materials Work Order,NA,41.78681992265,-87.6253521359
Asbestos Work Order,NA,41.7302747288,-87.660615712
Air Pollution Work Order,NA,41.91552275269,-87.63614090672
Illegal Dumping Work Order,NA,41.97418035864,-87.75948476739
Toxics Hazardous Materials Work Order,NA,41.90928446706,-87.63989471652
Illegal Dumping Work Order,NA,41.91033989346,-87.67935461605
Air Pollution Work Order,NA,41.8733481999,-87.72336357179
Illegal Dumping Work Order,NA,41.89009962323,-87.76240540633
Air Pollution Work Order,NA,41.97830432902,-87.75649041839
Air Pollution Work Order,NA,41.98721327887,-87.65515073432
Illegal Dumping Work Order,NA,41.91210080411,-87.68619451834
Air Pollution Work Order,Alleged violation not found,41.87621600724,-87.63160213552
Noise Complaint,NA,41.88592309104,-87.67343893799
Asbestos Work Order,NA,41.87813685353,-87.64099626557
Air Pollution Work Order,NA,41.76828622622,-87.67944196099
Asbestos Work Order,NA,41.945714733130004,-87.68594756541
Air Pollution Work Order,NA,41.89885703262,-87.67606092393
Noise Complaint,NA,41.87517905606,-87.62747378945
Air Pollution Work Order,NA,41.80545523586,-87.69590329147
Air Pollution Work Order,NA,41.81460071448,-87.637569138
Toxics Hazardous Materials Work Order,NA,41.91069514422,-87.6552300572
Toxics Hazardous Materials Work Order,NA,41.69174701485,-87.5391302122
Permits Issued by DOE Work Order,NA,41.83713685068,-87.704673604960007
Toxics Hazardous Materials Work Order,NA,41.90349328137,-87.65106446595
Toxics Hazardous Materials Work Order,NA,41.71401188742,-87.56565634257
Noise Complaint,NA,41.88175448535,-87.64110845915
Air Pollution Work Order,NA,41.9686333205,-87.66110786237
Illegal Dumping Work Order,NA,41.73200963361,-87.62828297284
Noise Complaint,Alleged violation not found,41.85605500209,-87.62374303979
Illegal Dumping Work Order,NA,41.89312665682,-87.71151229099
Air Pollution Work Order,NA,41.68449844536,-87.54027607893
Toxics Hazardous Materials Work Order,NA,41.73624274649,-87.54458929316
Illegal Dumping Work Order,NA,41.91268398737,-87.72627280898
Construction and Demolition,Alleged violation unfounded,41.75990333687,-87.59705500034
Air Pollution Work Order,NA,41.95656420314,-87.65198725984
Toxics Hazardous Materials Work Order,NA,41.87942128748,-87.63968064053
Air Pollution Work Order,Complaint Invalid,41.74843480284,-87.66353357489
Illegal Dumping Work Order,Resolved,41.74013317245,-87.6681782994
Illegal Dumping Work Order,NA,41.87085988923,-87.68630281503
Noise Complaint,Complaint Valid,41.90414745561,-87.62882996333
Air Pollution Work Order,NA,41.84196681672,-87.62315048187
Air Pollution Work Order,NA,41.93590720473,-87.67101991548
Air Pollution Work Order,NA,41.88931602352,-87.63148774073
Noise Complaint,NA,41.98170562139,-87.66858091756
Service Stations/Storage Tanks Work Order,Resolved,41.81693427823,-87.63135846315
Illegal Dumping Work Order,NA,41.88782379546,-87.68401128237
Air Pollution Work Order,Alleged violation not found,41.95682070797,-87.72395071574
Air Pollution Work Order,Resolved,41.75435925804,-87.60297716022
Illegal Dumping Work Order,NA,41.91511913827,-87.73557727614
Air Pollution Work Order,Refer to Building Dept,41.70356319437,-87.66882717817
Air Pollution Work Order,NA,41.80391086156,-87.73585961788
Air Pollution Work Order,NA,41.93690976679,-87.66870929466
Air Pollution Work Order,Alleged violation not found,41.82297276573,-87.67702220738
Illegal Dumping Work Order,NA,41.94452827695,-87.72749058855
Toxics Hazardous Materials Work Order,NA,41.9294074427,-87.72553987252
Air Pollution Work Order,NA,41.74079442541,-87.64968483287
Noise Complaint,Complaint Invalid,41.86917813329,-87.66490728096
Illegal Dumping Work Order,NA,41.86940377595,-87.69133000854
Noise Complaint,NA,41.89328077794,-87.63528842226
Noise Complaint,NA,41.88158163053,-87.63982438939
Toxics Hazardous Materials Work Order,NA,41.79947619389,-87.65485846031
Noise Complaint,NA,42.01297717894,-87.77751435497
Noise Complaint,Alleged violation not found,41.87296747272,-87.63344780864
Noise Complaint,NA,41.91269095449,-87.68651637729
Toxics Hazardous Materials Work Order,NA,41.97620113902,-87.9053091251
Noise Complaint,NA,41.91431107162,-87.64732171265
Illegal Dumping Work Order,NA,41.88745889702,-87.70237246537
Air Pollution Work Order,NA,41.8393930943,-87.72060940836
Noise Complaint,NA,41.87686736408,-87.62750329914
Illegal Dumping Work Order,NA,41.87665009224,-87.70123368498
Air Pollution Work Order,Complaint Valid,41.84676817856,-87.66850812646
Toxics Hazardous Materials Work Order,NA,41.74533544803,-87.57085575087
Toxics Hazardous Materials Work Order,NA,41.78807444657,-87.62567922174
Noise Complaint,Resolved,41.89492869277,-87.65108178721
Toxics Hazardous Materials Work Order,NA,41.97620113902,-87.9053091251
Air Pollution Work Order,NA,41.86188980196,-87.62743547722
Air Pollution Work Order,Alleged violation not found,41.82297276573,-87.67702220738
Recycling Work Order,NA,41.86897784334,-87.72540677576
Noise Complaint,NA,41.89839678666,-87.63260841818
Illegal Dumping Work Order,NA,41.9481610206,-87.82667820873
Air Pollution Work Order,Alleged violation not found,41.84676817856,-87.66850812646
Noise Complaint,Resolved,41.9557075707,-87.67967808903
Air Pollution Work Order,NA,41.90483520882,-87.63436728279
Illegal Dumping Work Order,Resolved,41.98808747658,-87.71376698407
Asbestos Work Order,NA,41.94053118364,-87.64426781738
Illegal Dumping Work Order,Resolved,41.83969909398,-87.70504269896
Other,NA,42.00966462466,-87.66994861862
Air Pollution Work Order,NA,41.95411181369,-87.68918752541
Noise Complaint,Alleged violation founded,41.93540896261,-87.68567897564
Air Pollution Work Order,Alleged violation unfounded,41.73696681638,-87.54988891575
Illegal Dumping Work Order,NA,41.88816581956,-87.63981481295
Noise Complaint,NA,41.88332219915,-87.62977509664
Toxics Hazardous Materials Work Order,Alleged violation not found,41.78481708309,-87.70223485943
Construction and Demolition,Resolved,41.97759070727,-87.6895238987
Illegal Dumping Work Order,NA,41.87315970773,-87.7391618397
Other,NA,41.82137706004,-87.6063954614
Toxics Hazardous Materials Work Order,NA,41.885273518060004,-87.70723354057
Construction and Demolition,Alleged violation not found,41.75516691897,-87.67220525203
Air Pollution Work Order,NA,41.8307314071,-87.63911334564
Air Pollution Work Order,NA,41.89125009365,-87.66973418836
Air Pollution Work Order,Alleged violation not found,41.69628321006,-87.53272122335
Permits Issued by DOE Work Order,NA,41.77804267975,-87.63193410986
Air Pollution Work Order,Complaint Valid,41.91535058426,-87.65856156812
Asbestos Work Order,NA,41.86905033505,-87.67344148534
Noise Complaint,NA,41.87274453955,-87.62404239348
Noise Complaint,NA,41.9885751828,-87.8129779122
Air Pollution Work Order,NA,41.80853917497,-87.68232637148
Air Pollution Work Order,NA,41.91785728316,-87.6781203452
Air Pollution Work Order,Alleged violation not found,41.78633926561,-87.73657876166
Toxics Hazardous Materials Work Order,NA,41.87218092888,-87.74498442765
Construction and Demolition,Resolved,41.91780007936,-87.77557364424
Toxics Hazardous Materials Work Order,NA,41.96751061602,-87.67602167196
Air Pollution Work Order,NA,41.68829343982,-87.60817563196
Air Pollution Work Order,Resolved,41.9179960869,-87.66740334489
Noise Complaint,NA,41.86985543689,-87.71382219275
Abandoned Site,NA,41.83941016416,-87.66593819813
Illegal Dumping Work Order,NA,41.87717979989,-87.70971462309
Noise Complaint,NA,41.89273567344,-87.69299249617
Noise Complaint,NA,41.97552942425,-87.65999237688
Air Pollution Work Order,NA,41.82678927916,-87.66204808158
Illegal Dumping Work Order,Refer to Code Enforcement,41.67327624377,-87.57519945888
Other,NA,41.84154899355,-87.6584287631
Asbestos Work Order,Resolved,41.68745729457,-87.61672093759
Illegal Dumping Work Order,NA,41.88770083284,-87.74318628558
Noise Complaint,Resolved,41.8562752678,-87.62404265515
Illegal Dumping Work Order,NA,41.89969811751,-87.64498657843
Air Pollution Work Order,Resolved,41.88102311709,-87.6486563687
Noise Complaint,Alleged violation not found,41.96361337066,-87.75115298422
Noise Complaint,NA,41.88896195676,-87.63090677239
Toxics Hazardous Materials Work Order,NA,41.88762945802,-87.70644385957
Air Pollution Work Order,Alleged violation not found,41.76837903466,-87.6693356769
Service Stations/Storage Tanks Work Order,Alleged violation not found,41.93425006385,-87.70884845381
Toxics Hazardous Materials Work Order,NA,41.89555084818,-87.74567520354
Air Pollution Work Order,NA,41.91163107332,-87.67152494473
Illegal Dumping Work Order,NA,41.81445177896,-87.63128959961
Air Pollution Work Order,NA,41.99294557152,-87.6556226961
Illegal Dumping Work Order,Alleged violation not found,41.92148323937,-87.66715794459
Illegal Dumping Work Order,NA,41.78724346255,-87.65697500947
Permits Issued by DOE Work Order,NA,42.00986090539,-87.66565671891
Noise Complaint,Refer to Building Dept,42.02031678898,-87.66502676433
Air Pollution Work Order,NA,41.81945419774,-87.61609164871
Noise Complaint,NA,41.73691333783,-87.56349802465
Air Pollution Work Order,Alleged violation not found,41.71175698809,-87.55245443903
Air Pollution Work Order,Complaint Invalid,41.71324291275,-87.55803846898
Air Pollution Work Order,NA,41.93903739792,-87.73956107687
Asbestos Work Order,NA,41.94241435076,-87.66234018253
Air Pollution Work Order,Alleged violation not found,41.72189030196,-87.55506377199
Abandoned Site,NA,41.80854211301,-87.6820838188
Air Pollution Work Order,NA,41.92971875388,-87.70110056202
Toxics Hazardous Materials Work Order,NA,41.88569921914,-87.6518438307
Air Pollution Work Order,Alleged violation not found,41.96427648098,-87.68082222858
Air Pollution Work Order,Alleged violation not found,41.83329709485,-87.65210037877
Illegal Dumping Work Order,NA,41.8681168073,-87.72390629311
Air Pollution Work Order,NA,41.86494552863,-87.68358646206
Air Pollution Work Order,NA,41.8525648519,-87.6587871455
Noise Complaint,NA,41.93687554705,-87.64444128311
Air Pollution Work Order,Complaint Valid,41.99004174082,-87.66849428588
Construction and Demolition,Alleged violation founded,41.87170376624,-87.63341380958
Air Pollution Work Order,Alleged violation not found,41.85884885431,-87.66398124116
Construction and Demolition,Resolved,41.85472112749,-87.62568756593
Air Pollution Work Order,Alleged violation not found,41.81607347549,-87.65674269994
Asbestos Work Order,NA,41.81672938675,-87.74353671248
Air Pollution Work Order,NA,41.84912487373,-87.67630415603
Air Pollution Work Order,Complaint Valid,41.71324291275,-87.55803846898
Illegal Dumping Work Order,NA,41.83067275027,-87.6450340355
Illegal Dumping Work Order,Complaint Valid,41.90213474474,-87.71045250688
Illegal Dumping Work Order,NA,41.76341923327,-87.63457955663
Air Pollution Work Order,Alleged violation not found,41.91535058426,-87.65856156812
Air Pollution Work Order,Resolved,41.87858156072,-87.63857866811
Air Pollution Work Order,NA,41.9180959345,-87.66294632758
Air Pollution Work Order,NA,41.92514443648,-87.75798526077
Noise Complaint,Resolved,41.88962593397,-87.61897349987
Air Pollution Work Order,NA,41.82750006961,-87.64817638302
Other,NA,41.6764205173,-87.64200831938
Noise Complaint,Resolved,41.98317529802,-87.66995366984
Air Pollution Work Order,NA,41.9652560234,-87.65969269202
Air Pollution Work Order,NA,41.69163372232,-87.66225875144
Air Pollution Work Order,Resolved,41.74860680386,-87.63493204268
Illegal Dumping Work Order,NA,41.75834397604,-87.61260998674
Toxics Hazardous Materials Work Order,NA,0,0
Asbestos Work Order,Alleged violation not found,41.74782166088,-87.57920992102
Noise Complaint,Resolved,41.91309365727,-87.67371679476
Air Pollution Work Order,Alleged violation not found,41.74620675982,-87.70787609844
Noise Complaint,NA,41.89303832704,-87.65714968181
Noise Complaint,NA,41.98765937794,-87.73520743172
Air Pollution Work Order,NA,41.79518501606,-87.58059777168
Toxics Hazardous Materials Work Order,NA,41.86736354081,-87.66654321323
Toxics Hazardous Materials Work Order,NA,41.95451642579,-87.74193084914
Air Pollution Work Order,NA,41.90932150374,-87.66628905143
Toxics Hazardous Materials Work Order,NA,41.95388376064,-87.69053483618
Noise Complaint,NA,41.67753085442,-87.62850304836
Noise Complaint,Refer to Building Dept,41.90219892638,-87.63564922164
Air Pollution Work Order,Alleged violation unfounded,41.76246372415,-87.70290451371
Illegal Dumping Work Order,NA,41.89094361522,-87.61754059261
Other,NA,41.90257998295,-87.73866728866
Toxics Hazardous Materials Work Order,NA,41.91268508567,-87.66073178114
Asbestos Work Order,NA,41.8169661302,-87.61694878865
Service Stations/Storage Tanks Work Order,NA,41.7247019672,-87.56457570303
Toxics Hazardous Materials Work Order,Alleged violation not found,41.91013517652,-87.71402479424
Air Pollution Work Order,NA,41.99758526193,-87.67061215536
Illegal Dumping Work Order,NA,41.88760657752,-87.73151367001
Illegal Dumping Work Order,NA,42.012283159,-87.69510846636
Water Pollution,Refer to Plumbing,41.70952597266,-87.64912911367
Noise Complaint,NA,41.94008298286,-87.7295460972
Air Pollution Work Order,Resolved,41.86053310828,-87.73004321228
Toxics Hazardous Materials Work Order,NA,41.82263733886,-87.6011579214
Air Pollution Work Order,NA,41.75884821792,-87.58918947319
Air Pollution Work Order,NA,41.89839944157,-87.68473823261
Asbestos Work Order,NA,41.87441657688,-87.63027415756
Noise Complaint,NA,41.95583212108,-87.70700019174
Air Pollution Work Order,NA,41.85016710286,-87.69718160159
Air Pollution Work Order,Alleged violation not found,41.71417499262,-87.67595158819
Noise Complaint,NA,41.94411462309,-87.65385602067
Air Pollution Work Order,NA,42.00259638253,-87.6609322045
Toxics Hazardous Materials Work Order,NA,41.94165113411,-87.73032024154
Toxics Hazardous Materials Work Order,NA,41.83487962805,-87.64239993878
Air Pollution Work Order,Alleged violation unfounded,41.95906310508,-87.68876290013
Permits Issued by DOE Work Order,NA,41.90988646727,-87.71653031082
Toxics Hazardous Materials Work Order,NA,41.86176919339,-87.65361122513
Air Pollution Work Order,NA,41.92423504098,-87.73846463842
Illegal Dumping Work Order,NA,41.91868595351,-87.69338493627
Air Pollution Work Order,NA,41.99210921172,-87.8221509768
Permits Issued by DOE Work Order,NA,41.92426169232,-87.73603166162
Noise Complaint,NA,41.8077312059,-87.65359021741
Noise Complaint,Alleged violation not found,41.82374299887,-87.61568620096
Construction and Demolition,Resolved,41.86983735584,-87.68137629692
Illegal Dumping Work Order,NA,41.83061580997,-87.64803195335
Illegal Dumping Work Order,NA,41.87875216445,-87.64975180699
Air Pollution Work Order,NA,41.82228843421,-87.66061892551
Toxics Hazardous Materials Work Order,NA,42.01615267045,-87.66856404329
Toxics Hazardous Materials Work Order,NA,41.95329122354,-87.74872462029
Illegal Dumping Work Order,NA,41.83736372499,-87.66069172585
Illegal Dumping Work Order,NA,41.9671831094,-87.65388204718
Air Pollution Work Order,NA,42.0152477494,-87.68245966849
Noise Complaint,NA,41.94532190881,-87.79834827721
Air Pollution Work Order,NA,41.95434471865,-87.6453496206
Air Pollution Work Order,Resolved,41.91214605461,-87.74183483205
Noise Complaint,NA,41.87991898765,-87.63977250095
Illegal Dumping Work Order,NA,41.97178967152,-87.7266898391
Construction and Demolition,Alleged violation founded,41.92885661856,-87.6704910255
Illegal Dumping Work Order,Alleged violation founded,41.73621796078,-87.62931043654
Air Pollution Work Order,NA,41.75254972809,-87.72277890593
Toxics Hazardous Materials Work Order,NA,41.82329456132,-87.66783106522
Noise Complaint,NA,41.76437292012,-87.72251905987
Illegal Dumping Work Order,NA,41.99445000412,-87.71420843921
Noise Complaint,NA,41.80893850393,-87.635719386
Air Pollution Work Order,NA,41.90814746686,-87.69585923779
Service Stations/Storage Tanks Work Order,NA,41.945497991,-87.7894586332
Air Pollution Work Order,Resolved,41.92139231391,-87.6365862363
Toxics Hazardous Materials Work Order,NA,41.96533243065,-87.653923689409993
Recycling Work Order,NA,41.97861615439,-87.66847038837
Other,NA,41.70401461891,-87.53422529508
Permits Issued by DOE Work Order,NA,41.72678532608,-87.55145707785
Other,NA,41.73549575815,-87.64441976152
Air Pollution Work Order,NA,41.76813116263,-87.62351413626
Noise Complaint,NA,41.93318095666,-87.6446494149
Toxics Hazardous Materials Work Order,NA,41.98047040645,-87.79721134642
Air Pollution Work Order,NA,41.92812846986,-87.63935526552
Air Pollution Work Order,NA,41.80841674471,-87.67483107178
Illegal Dumping Work Order,NA,41.83006228815,-87.62038235778
Service Stations/Storage Tanks Work Order,NA,41.90920116164,-87.78991462625
Toxics Hazardous Materials Work Order,NA,41.91454468182,-87.68074999513
Noise Complaint,NA,41.96708908889,-87.67397906556
Illegal Dumping Work Order,Resolved,41.83816517451,-87.64546488035
Air Pollution Work Order,Resolved,41.8236088505,-87.67495304099
Air Pollution Work Order,NA,41.94615091467,-87.73640079738
Air Pollution Work Order,Refer to Building Dept,41.7924686078,-87.62255301276
Noise Complaint,Resolved,41.97064734771,-87.70839072729
Permits Issued by DOE Work Order,NA,41.81636744667,-87.62717815284
Illegal Dumping Work Order,NA,41.97393806212,-87.8069207806
Toxics Hazardous Materials Work Order,NA,41.89690613551,-87.61983394794
Air Pollution Work Order,NA,41.87499092209,-87.7523095088
Other,NA,41.82839596172,-87.65916818687
Illegal Dumping Work Order,NA,41.89379722994,-87.70200421304
Noise Complaint,NA,41.88563827439,-87.62785869451
Air Pollution Work Order,Complaint Invalid,41.73017797891,-87.61710784491
Noise Complaint,NA,41.9684865232,-87.69084635821
Toxics Hazardous Materials Work Order,NA,41.77313937106,-87.62499139914
Air Pollution Work Order,NA,41.95166201931,-87.66728357516
Toxics Hazardous Materials Work Order,NA,41.86376224685,-87.71671002127
Noise Complaint,NA,41.89907209192,-87.62605132835
Illegal Dumping Work Order,NA,41.84074529961,-87.70750627621
Noise Complaint,NA,41.92697440709,-87.66002696001
Construction and Demolition,Alleged violation founded,41.917758483,-87.6830986087
Air Pollution Work Order,NA,41.67636398199,-87.64200642702
Air Pollution Work Order,NA,41.88451794606,-87.62931209867
Noise Complaint,NA,41.88702077399,-87.73309620391
Air Pollution Work Order,NA,41.72112261922,-87.6770843216
Construction and Demolition,Refer to StreetsSanitation,41.74737593538,-87.62662484744
Illegal Dumping Work Order,NA,41.88458585193,-87.74347304572
Noise Complaint,NA,41.95470708012,-87.64762679935
Illegal Dumping Work Order,NA,41.76091225089,-87.66353395047
Construction and Demolition,Resolved,41.97709686679,-87.68905029342
Air Pollution Work Order,NA,42.00103755433,-87.70951586023
Service Stations/Storage Tanks Work Order,Resolved,41.99785056511,-87.67676943768
Illegal Dumping Work Order,NA,41.90294906711,-87.66607065077
Toxics Hazardous Materials Work Order,NA,41.84408464434,-87.70517688608
Other,NA,41.90966721827,-87.6531509994
Asbestos Work Order,Alleged violation unfounded,41.93845561463,-87.67091292
Toxics Hazardous Materials Work Order,NA,41.79148498595,-87.60285474681
Noise Complaint,NA,41.8001853461,-87.67859417314
Air Pollution Work Order,NA,41.93859978257,-87.68664903783
Air Pollution Work Order,NA,41.90194211605,-87.77178151566
Air Pollution Work Order,NA,41.82678927916,-87.66204808158
Air Pollution Work Order,NA,41.69986612342,-87.68795877667
Water Pollution,Resolved,41.87485577013,-87.74585853803
Air Pollution Work Order,NA,41.94416787242,-87.66893250186
Air Pollution Work Order,Complaint Invalid,41.75064556527,-87.63611924619
Noise Complaint,NA,41.89983492074,-87.62779917237
Construction and Demolition,Refer to Building Dept,41.94666073828,-87.71256927948
Air Pollution Work Order,Resolved,41.73140928797,-87.58174492364
Air Pollution Work Order,NA,41.92322887182,-87.66218382455
Air Pollution Work Order,Resolved,41.87736776237,-87.63385356749
Construction and Demolition,Alleged violation not found,41.99184416744,-87.66743508118
Air Pollution Work Order,NA,41.97539939159,-87.67923599581
Air Pollution Work Order,NA,41.77815779498,-87.65096553735
Construction and Demolition,Alleged violation not found,41.7828518424,-87.60421398409
Noise Complaint,NA,41.89482890049,-87.68422283495
Air Pollution Work Order,NA,41.8989857249,-87.75310206063
Permits Issued by DOE Work Order,NA,41.94627568871,-87.7272509481
Service Stations/Storage Tanks Work Order,NA,41.77762816475,-87.78141062036
Noise Complaint,NA,41.92494805943,-87.69420643183
Air Pollution Work Order,Resolved,41.90577337529,-87.63469129525
Other,NA,41.81045410173,-87.67346377396
Other,NA,41.87295148564,-87.68635921538
Air Pollution Work Order,NA,41.96446225041,-87.71705957651
Asbestos Work Order,NA,41.9272507183,-87.71476354687
Toxics Hazardous Materials Work Order,Complaint Invalid,41.90063956354,-87.6966779828
Recycling Work Order,NA,41.88323434777,-87.63664906186
Noise Complaint,NA,41.99277714118,-87.68865654311
Air Pollution Work Order,NA,41.86212105629,-87.69382288054
Asbestos Work Order,Resolved,41.97541718554,-87.65339048842
Air Pollution Work Order,Alleged violation not found,41.91396546705,-87.71490528745
Illegal Dumping Work Order,NA,41.9597943341,-87.67407441222
Air Pollution Work Order,NA,41.86350135245,-87.64220950078
Air Pollution Work Order,Alleged violation not found,41.87121100298,-87.65666292318
Air Pollution Work Order,Resolved,41.88432324899,-87.642806491299993
Construction and Demolition,Alleged violation not found,41.85407103506,-87.6416003433
Toxics Hazardous Materials Work Order,NA,41.87244587244,-87.74055576038
Noise Complaint,Resolved,41.88945828011,-87.62036837643
Air Pollution Work Order,NA,41.9105025175,-87.68240976319
Air Pollution Work Order,NA,41.96251434442,-87.65461053065
Noise Complaint,NA,41.88172245681,-87.6371636182
Illegal Dumping Work Order,Refer to StreetsSanitation,41.73522872099,-87.67106576173
Noise Complaint,NA,41.94874805151,-87.64938262981
Noise Complaint,NA,41.89357131014,-87.61594747652
Air Pollution Work Order,NA,41.876102725210004,-87.72280454486
Service Stations/Storage Tanks Work Order,Alleged violation not found,41.73639447257,-87.61444398049
Toxics Hazardous Materials Work Order,NA,41.78536807618,-87.65571722241
Noise Complaint,NA,41.94002795419,-87.65357612985
Noise Complaint,NA,41.87961636954,-87.62664224436
Noise Complaint,NA,41.94247092974,-87.64949678051
Illegal Dumping Work Order,NA,41.97731902115,-87.71373057613
Service Stations/Storage Tanks Work Order,NA,41.80878564033,-87.643641878
Air Pollution Work Order,NA,41.97331679224,-87.7283157995
Asbestos Work Order,NA,41.84418939053,-87.72225467471
Illegal Dumping Work Order,NA,41.93175860281,-87.72079412388
Noise Complaint,NA,41.86502569027,-87.62562982436
Noise Complaint,NA,41.76008209174,-87.61849493256
Illegal Dumping Work Order,NA,41.98738238505,-87.7357741293
Air Pollution Work Order,NA,41.87299484849,-87.74606425358
Air Pollution Work Order,Alleged violation not found,41.65157871631,-87.53517447856
Air Pollution Work Order,NA,41.80867464987,-87.65119151516
Construction and Demolition,Resolved,41.96370777795,-87.65011398323
Illegal Dumping Work Order,NA,41.92449201926,-87.64482483569
Noise Complaint,Alleged violation not found,41.76579077043,-87.66396688645
Air Pollution Work Order,NA,41.89418777452,-87.67796234712
Illegal Dumping Work Order,NA,41.76836074102,-87.67125689419
Permits Issued by DOE Work Order,NA,41.9467856005,-87.69919544718
Air Pollution Work Order,NA,41.88560804909,-87.73030853146
Noise Complaint,NA,41.92001599008,-87.64144919948
Other,NA,41.70081859286,-87.62951337835
Noise Complaint,NA,41.98379199076,-87.65668178632
Asbestos Work Order,Resolved,41.76775613801,-87.58752517391
Air Pollution Work Order,NA,41.96833809715,-87.78501377271
Illegal Dumping Work Order,NA,41.91580429718,-87.687511897
Illegal Dumping Work Order,NA,41.94431195393,-87.70525482216
Air Pollution Work Order,NA,41.91385928946,-87.67250966612
Noise Complaint,NA,41.95619339698,-87.70823032542
Noise Complaint,NA,41.96438915988,-87.66538635612
Air Pollution Work Order,Alleged violation not found,41.90484145122,-87.63310112695
Air Pollution Work Order,NA,41.78640297988,-87.70051556842
Noise Complaint,NA,41.89031405541,-87.63388912639
Air Pollution Work Order,NA,41.74703967337,-87.73170012169
Toxics Hazardous Materials Work Order,NA,41.84664357213,-87.68907668372
Illegal Dumping Work Order,NA,41.91767143209,-87.6799477088
Air Pollution Work Order,NA,41.76370426959,-87.66360490644
Air Pollution Work Order,Alleged violation not found,41.94897778266,-87.70068950721
Other,NA,41.88411561895,-87.70403998817
Toxics Hazardous Materials Work Order,NA,41.84622921505,-87.65255878018
Illegal Dumping Work Order,NA,41.79808962937,-87.62240699071
Noise Complaint,NA,41.89164123566,-87.623232688
Illegal Dumping Work Order,NA,41.78745509629,-87.6277630298
Service Stations/Storage Tanks Work Order,Complaint Valid,41.94048920447,-87.68675989892
Toxics Hazardous Materials Work Order,NA,41.86551285976,-87.68680146116
Asbestos Work Order,NA,41.97311024673,-87.67286841412
Noise Complaint,Resolved,41.78113827501,-87.5945101091
Air Pollution Work Order,Complaint Valid,41.91681372603,-87.6564152598
Noise Complaint,NA,41.9404653115,-87.67102536129
Toxics Hazardous Materials Work Order,NA,41.8855551695,-87.62808272516
Construction and Demolition,Alleged violation unfounded,41.77539322456,-87.70559078248
Illegal Dumping Work Order,NA,41.91804167745,-87.65965912007
Toxics Hazardous Materials Work Order,NA,41.76854468612,-87.7218490458
Permits Issued by DOE Work Order,NA,41.9315192236,-87.73930689923
