COMPLAINT_TYPE,RESOLUTION,LATITUDE,LONGITUDE
Air Pollution Work Order,NA,41.81224999048,-87.61284809473
Toxics Hazardous Materials Work Order,NA,41.83742075046,-87.6461147915
Noise Complaint,NA,41.92067161796,-87.63988411902
Noise Complaint,NA,41.92419222861,-87.6622168743
Air Pollution Work Order,NA,41.90330581095,-87.62785823298
Other,NA,41.92537039711,-87.74478036631
Noise Complaint,NA,41.87647043179,-87.62910562276
Air Pollution Work Order,NA,41.83421841647,-87.65847543651
Noise Complaint,NA,41.94898221264,-87.66392349216
Air Pollution Work Order,NA,41.89714523675,-87.65703661446
Illegal Dumping Work Order,Resolved,41.8918287605,-87.68168724389
Air Pollution Work Order,Resolved,41.93643997506,-87.63696023577
Illegal Dumping Work Order,Alleged violation not found,41.83990433889,-87.69985556608
Noise Complaint,NA,41.89783123289,-87.61790612941
Noise Complaint,Resolved,41.92245602232,-87.6497243822
Noise Complaint,NA,41.79530123911,-87.58822589958
Air Pollution Work Order,Alleged violation not found,41.98978848882,-87.74837384449
Air Pollution Work Order,Alleged violation not found,41.9800952091,-87.77745014141
Air Pollution Work Order,NA,41.95868277437,-87.67500241122
Air Pollution Work Order,Complaint Invalid,41.71324291275,-87.55803846898
Air Pollution Work Order,NA,41.80819300625,-87.70688631304
Service Stations/Storage Tanks Work Order,NA,41.89389741419,-87.66707935455
Asbestos Work Order,Resolved,41.98477951951,-87.76845056711
Noise Complaint,NA,41.68989352383,-87.61035692361
Air Pollution Work Order,NA,41.89753256911,-87.68226952835
Noise Complaint,NA,41.96020649808,-87.77952196462
Air Pollution Work Order,Complaint Invalid,41.70446360991,-87.56506174908
Illegal Dumping Work Order,NA,41.68149180876,-87.62891516151
Air Pollution Work Order,Alleged violation not found,41.83484938864,-87.73674685429
Air Pollution Work Order,Complaint Valid,41.83013492477,-87.64623966183
Illegal Dumping Work Order,Alleged violation founded,41.8522286098,-87.67948332569
Air Pollution Work Order,Alleged violation not found,41.98117283406,-87.8067011302
Toxics Hazardous Materials Work Order,NA,41.86893637017,-87.72897531612
Air Pollution Work Order,Alleged violation not found,41.66998686281,-87.55911094189
Air Pollution Work Order,Alleged violation not found,42.00174201826,-87.67841912356
Noise Complaint,Alleged violation not found,41.91675183644,-87.65074334594
Air Pollution Work Order,Alleged violation not found,41.80804727165,-87.7041188223
Air Pollution Work Order,NA,41.82800627872,-87.68176045141
Illegal Dumping Work Order,Resolved,41.79754103241,-87.66361199749
Illegal Dumping Work Order,NA,41.67785488056,-87.63001193662
Noise Complaint,NA,41.79352983198,-87.58383978872
Air Pollution Work Order,NA,41.71324291275,-87.55803846898
Noise Complaint,Resolved,41.92189580976,-87.65058687525
Air Pollution Work Order,NA,41.90058721954,-87.74972168871
Noise Complaint,NA,41.95789489027,-87.68022673873
Construction and Demolition,Resolved,41.92449720963,-87.7166938277
Noise Complaint,Complaint Valid,41.86132451284,-87.62554225943
Air Pollution Work Order,NA,41.91063972087,-87.67462249719
Air Pollution Work Order,NA,41.9378911532,-87.77269612193
Air Pollution Work Order,Alleged violation not found,41.91455601521,-87.64491062877
Air Pollution Work Order,NA,41.96553424615,-87.65016716868
Noise Complaint,NA,41.9599485505,-87.71447446812
Toxics Hazardous Materials Work Order,NA,41.98293456261,-87.71089626441
Noise Complaint,NA,41.90132042595,-87.67461659753
Air Pollution Work Order,Alleged violation not found,41.82827350915,-87.67293277201
Noise Complaint,Alleged violation not found,41.93160420124,-87.64459203268
Air Pollution Work Order,NA,41.84796201716,-87.733955263
Toxics Hazardous Materials Work Order,NA,41.87104567088,-87.70806703666
Air Pollution Work Order,NA,41.93304198722,-87.63802271095
Noise Complaint,NA,41.92054615052,-87.740639173
Other,NA,41.67002393089,-87.60345074802
Illegal Dumping Work Order,NA,41.92900140929,-87.67454622234
Air Pollution Work Order,Complaint Valid,41.84676817856,-87.66850812646
Air Pollution Work Order,NA,41.95314973737,-87.77751748773
Noise Complaint,NA,41.89381429373,-87.69568684458
Air Pollution Work Order,Resolved,41.90500951713,-87.6259917728
Noise Complaint,Complaint Valid,41.69224436618,-87.64262037785
Asbestos Work Order,NA,41.95158103131,-87.76187405753
Illegal Dumping Work Order,NA,41.72386028931,-87.60436472084
Noise Complaint,NA,41.97427075423,-87.65149530893
Illegal Dumping Work Order,Alleged violation not found,41.72234728327,-87.64066397172
Air Pollution Work Order,Alleged violation not found,41.89426459026,-87.67330181369
Noise Complaint,NA,41.995579197,-87.67587688399
Asbestos Work Order,NA,41.8096092537,-87.60892910956
Air Pollution Work Order,NA,41.82678927916,-87.66204808158
Air Pollution Work Order,Complaint Invalid,41.69723197426,-87.54271065911
Asbestos Work Order,NA,41.78440185516,-87.73651811695
Asbestos Work Order,Alleged violation unfounded,41.98653691891,-87.65513817586
Other,NA,41.8985366407,-87.69662667025
Toxics Hazardous Materials Work Order,NA,41.89290416232,-87.65598566138
Air Pollution Work Order,NA,41.86494552863,-87.68358646206
Air Pollution Work Order,Alleged violation not found,41.83361803092,-87.61832048435
Air Pollution Work Order,Complaint Valid,41.82678927916,-87.66204808158
Air Pollution Work Order,NA,41.97833759013,-87.77969892274
Construction and Demolition,Resolved,41.9419314881,-87.64764295591
Air Pollution Work Order,NA,41.73671549535,-87.59222787121
Noise Complaint,NA,41.83421841647,-87.65847543651
Illegal Dumping Work Order,NA,41.79067529808,-87.71776194746
Construction and Demolition,Resolved,41.80763652202,-87.62131573908
Asbestos Work Order,NA,41.88670755507,-87.6278834784
Noise Complaint,NA,41.91008024221,-87.6345297694
Toxics Hazardous Materials Work Order,NA,41.88661360826,-87.68003756666
Noise Complaint,NA,41.89155904232,-87.62813937546
Toxics Hazardous Materials Work Order,Resolved,41.89399978671,-87.67604155585
Noise Complaint,Complaint Valid,41.87758996815,-87.69231691245
Air Pollution Work Order,NA,41.97171512233,-87.65299945709
Noise Complaint,Complaint Valid,41.93419516579,-87.64140393809
Illegal Dumping Work Order,NA,41.98671255588,-87.66487968972
Air Pollution Work Order,NA,41.89530940767,-87.66449819877
Illegal Dumping Work Order,NA,41.95722360863,-87.75170425084
Illegal Dumping Work Order,NA,41.69195761726,-87.60085113768
Illegal Dumping Work Order,Resolved,41.92248624134,-87.77917361899
Illegal Dumping Work Order,NA,41.81261723584,-87.61809810096
Air Pollution Work Order,NA,41.91082900494,-87.74045844015
Noise Complaint,NA,41.89391208676,-87.68139377205
Air Pollution Work Order,Alleged violation not found,41.74147595422,-87.70202657169
Air Pollution Work Order,NA,41.91357483833,-87.66444475067
Noise Complaint,NA,41.87873295609,-87.64270894997
Air Pollution Work Order,NA,41.95661814831,-87.75117717459
Air Pollution Work Order,NA,41.97617987126,-87.66206666103
Noise Complaint,NA,41.94549885139,-87.65497285142
Noise Complaint,NA,41.90845002692,-87.669085369
Illegal Dumping Work Order,NA,41.89922066306,-87.69693617478
Air Pollution Work Order,NA,41.73773880369,-87.53648485035
Asbestos Work Order,NA,41.77067623043,-87.65319865185
Air Pollution Work Order,NA,41.80138341825,-87.62411110887
Construction and Demolition,Resolved,41.9210615259,-87.63757717812
Construction and Demolition,Alleged violation unfounded,41.92950445299,-87.75454677302
Illegal Dumping Work Order,NA,41.89598842375,-87.67884950537
Air Pollution Work Order,NA,41.9089618106,-87.62896310528
Noise Complaint,NA,41.73663504878,-87.61298991107
Noise Complaint,NA,41.96081081325,-87.6675698511
Air Pollution Work Order,Complaint Invalid,41.91758641652,-87.69863598578
Air Pollution Work Order,NA,41.79768284856,-87.75031209191
Air Pollution Work Order,NA,42.01478774456,-87.68410798255
Air Pollution Work Order,Alleged violation not found,41.90963258928,-87.80562382041
Noise Complaint,NA,41.92353450549,-87.6477081572
Asbestos Work Order,NA,41.92834468478,-87.69888112523
Air Pollution Work Order,Complaint Valid,41.98037315766,-87.77794924914
Other,NA,41.9348412325,-87.683960945
Air Pollution Work Order,Complaint Valid,42.0041676401,-87.77243293582
Air Pollution Work Order,NA,41.93880108036,-87.686927133
Air Pollution Work Order,NA,41.70808461169,-87.54341826835
Air Pollution Work Order,NA,41.84018461325,-87.617006543
Asbestos Work Order,NA,41.90790946674,-87.6259457782
Illegal Dumping Work Order,Resolved,41.81047350426,-87.65534987449
Air Pollution Work Order,Resolved,41.78466736097,-87.70101117927
Air Pollution Work Order,NA,41.82678927916,-87.66204808158
Air Pollution Work Order,NA,41.88171705562,-87.64721053921
Asbestos Work Order,Refer to Code Enforcement,41.94503851871,-87.81296298175
Construction and Demolition,Resolved,41.94106861528,-87.64149839394
Abandoned Site,NA,41.77979031576,-87.76193970298
Noise Complaint,NA,41.92392940853,-87.77614438725
Air Pollution Work Order,Alleged violation unfounded,41.89575818428,-87.62441857828
Illegal Dumping Work Order,NA,41.93984936915,-87.69769248908
Air Pollution Work Order,NA,41.95661814831,-87.75117717459
Water Pollution,Referred to another agency,41.91069514422,-87.6552300572
Air Pollution Work Order,Alleged violation not found,41.7044728249,-87.53543100591
Air Pollution Work Order,Alleged violation founded,41.77443221886,-87.76566777625
Illegal Dumping Work Order,NA,41.71185793973,-87.53754813043
Air Pollution Work Order,NA,41.85968318976,-87.6546556301
Illegal Dumping Work Order,Complaint Valid,41.83861246354,-87.6400594152
Air Pollution Work Order,NA,41.85441904428,-87.66391533776
Air Pollution Work Order,NA,41.93670635651,-87.63837386385
Air Pollution Work Order,NA,41.91455093766,-87.68044889445
Construction and Demolition,Refer to StreetsSanitation,41.75248303337,-87.56731256719
Air Pollution Work Order,NA,41.93717302847,-87.6485977654
Noise Complaint,NA,41.88046314708,-87.64080388428
Illegal Dumping Work Order,NA,41.9206247903,-87.69658875401
Air Pollution Work Order,NA,41.83516511038,-87.71561244103
Permits Issued by DOE Work Order,NA,41.95144745013,-87.7080953432
Air Pollution Work Order,Alleged violation not found,41.69715770784,-87.52715018981
Other,NA,41.81686388836,-87.61026414567
Air Pollution Work Order,NA,41.9298456703,-87.73168816214
Air Pollution Work Order,NA,41.91062675138,-87.63454715819
Air Pollution Work Order,Alleged violation not found,41.82297276573,-87.67702220738
Illegal Dumping Work Order,NA,41.99870049814,-87.66903994648
Illegal Dumping Work Order,NA,41.80771681382,-87.72861989543
Air Pollution Work Order,Alleged violation not found,41.79321615829,-87.71512241446
Air Pollution Work Order,Alleged violation not found,41.71166142721,-87.6892537394
Illegal Dumping Work Order,NA,41.82335634837,-87.64606850251
Air Pollution Work Order,NA,41.95712287027,-87.75203460086
Noise Complaint,Alleged violation not found,41.93080510963,-87.72313643728
Air Pollution Work Order,NA,41.69929044485,-87.53301000909
Air Pollution Work Order,Alleged violation not found,41.90256188255,-87.73974855122
Air Pollution Work Order,Complaint Valid,41.84833547909,-87.70133301315
Air Pollution Work Order,NA,41.88755787281,-87.62815306467
Illegal Dumping Work Order,Alleged violation not found,41.89611842136,-87.66714581285
Air Pollution Work Order,NA,41.94095410073,-87.74305150633
Toxics Hazardous Materials Work Order,NA,41.84172347837,-87.7035830369
Noise Complaint,NA,41.93687554705,-87.64444128311
Air Pollution Work Order,Alleged violation not found,41.72949600684,-87.58660948797
Noise Complaint,NA,41.73143432927,-87.56327672311
Air Pollution Work Order,NA,41.91874363315,-87.74359366078
Air Pollution Work Order,NA,41.90300503924,-87.66570654445
Noise Complaint,NA,41.94824524613,-87.64936796006
Construction and Demolition,Alleged violation not found,41.90343035755,-87.66906077261
Air Pollution Work Order,Alleged violation unfounded,41.82297276573,-87.67702220738
Service Stations/Storage Tanks Work Order,NA,41.95762318195,-87.72510713458
Noise Complaint,NA,41.93164142041,-87.74671991065
Noise Complaint,NA,41.98498086329,-87.73952149643
Air Pollution Work Order,NA,41.99310818637,-87.69963452522
Asbestos Work Order,Resolved,41.93010194189,-87.64097784923
Illegal Dumping Work Order,Complaint Valid,41.76582735928,-87.66034772021
Illegal Dumping Work Order,Complaint Valid,41.88298629366,-87.69831234128
Air Pollution Work Order,NA,41.830728826,-87.65581325203
Noise Complaint,NA,41.84083409909,-87.64406704745
Illegal Dumping Work Order,NA,41.88209379666,-87.69724625202
Air Pollution Work Order,Complaint Valid,41.73780417034,-87.68796063378
Air Pollution Work Order,NA,41.89278249768,-87.69310997546
Air Pollution Work Order,Resolved,41.88460843986,-87.68390008983
Air Pollution Work Order,NA,41.89826161909,-87.62516469194
Noise Complaint,Alleged violation not found,41.85571412417,-87.67667386038
Air Pollution Work Order,NA,41.84580817192,-87.70766092914
Air Pollution Work Order,NA,41.8723298642,-87.65342135598
Air Pollution Work Order,Alleged violation not found,41.95775706588,-87.73541962209
Construction and Demolition,Resolved,41.78218267722,-87.60125192735
Noise Complaint,NA,41.90297191226,-87.68348493135
Air Pollution Work Order,NA,41.95211750851,-87.73554182437
Asbestos Work Order,NA,41.83645002326,-87.62015381878
Toxics Hazardous Materials Work Order,NA,41.86489049763,-87.67634267329
Noise Complaint,NA,42.00102743599,-87.67177268429
Illegal Dumping Work Order,NA,41.88658890841,-87.70143364715
Air Pollution Work Order,NA,41.81272058627,-87.68838465581
Illegal Dumping Work Order,NA,41.76387192677,-87.68336632191
Other,NA,41.89606953983,-87.74597994606
Noise Complaint,NA,41.88684101472,-87.64004347734
Air Pollution Work Order,NA,41.9182855609,-87.7185955301
Toxics Hazardous Materials Work Order,NA,41.92372548318,-87.77518318041
Construction and Demolition,Complaint Valid,41.89534131091,-87.66246503799
Construction and Demolition,Alleged violation founded,41.925058863,-87.7094492058
Illegal Dumping Work Order,NA,41.96095898492,-87.71809859241
Air Pollution Work Order,NA,41.91548742109,-87.67620863169
Noise Complaint,NA,41.99792235753,-87.67297923017
Illegal Dumping Work Order,NA,41.891029272909996,-87.67110814224
Illegal Dumping Work Order,NA,41.99807290401,-87.69492729116
Air Pollution Work Order,NA,41.9570031548,-87.67372274739
Air Pollution Work Order,NA,41.77326702677,-87.58400576925
Air Pollution Work Order,NA,41.96151913499,-87.66641967503
Construction and Demolition,Resolved,41.91780007936,-87.77557364424
Illegal Dumping Work Order,NA,41.84144201244,-87.72583786326
Permits Issued by DOE Work Order,NA,41.92452947797,-87.71414212248
Air Pollution Work Order,Alleged violation not found,41.81500095702,-87.72999836882
Illegal Dumping Work Order,NA,41.92977239142,-87.75100880892
Air Pollution Work Order,Alleged violation not found,41.9206671601,-87.65845185243
Air Pollution Work Order,NA,41.98461843037,-87.76815926803
Air Pollution Work Order,Resolved,41.85097538911,-87.7078111813
Toxics Hazardous Materials Work Order,NA,41.92625115445,-87.71840478173
Air Pollution Work Order,NA,41.92803070556,-87.66481195312
Air Pollution Work Order,Resolved,41.89164658196,-87.62293819208
Toxics Hazardous Materials Work Order,Alleged violation not found,41.97875300052,-87.75936073553
Air Pollution Work Order,NA,41.84800445363,-87.72550598098
Air Pollution Work Order,NA,41.6999857433,-87.61371782225
Other,NA,41.79852500653,-87.59330351653
Service Stations/Storage Tanks Work Order,NA,41.85868668416,-87.73458705157
Air Pollution Work Order,NA,41.79996047966,-87.64059303566
Toxics Hazardous Materials Work Order,NA,41.97620113902,-87.9053091251
Illegal Dumping Work Order,Resolved,41.73266481019,-87.59759968985
Air Pollution Work Order,Alleged violation not found,41.78265409032,-87.79103627941
Air Pollution Work Order,NA,41.78778562872,-87.60622736706
Toxics Hazardous Materials Work Order,NA,41.87091162692,-87.69988652392
Construction and Demolition,Alleged violation unfounded,41.91512350769,-87.63764189434
Air Pollution Work Order,NA,41.88190631223,-87.62809667521
Air Pollution Work Order,NA,41.8867955948,-87.65572938689
Noise Complaint,NA,41.94541160415,-87.64957508636
Illegal Dumping Work Order,NA,41.74900769183,-87.62591915118
Noise Complaint,Resolved,41.91031268379,-87.69864505673
Illegal Dumping Work Order,NA,41.91160952117,-87.6614768816
Air Pollution Work Order,NA,41.88172705999,-87.64273232559
Construction and Demolition,Alleged violation not found,41.91631501848,-87.64739266346
Toxics Hazardous Materials Work Order,NA,41.91785733439,-87.63836475339
Illegal Dumping Work Order,NA,41.69394637293,-87.68136833002
Air Pollution Work Order,NA,41.92703770693,-87.70617178793
Toxics Hazardous Materials Work Order,NA,41.96340148104,-87.7301757531
Noise Complaint,NA,41.76130547139,-87.55770551531
Other,NA,41.90283252024,-87.69499605346
Illegal Dumping Work Order,NA,41.69088834026,-87.62242159779
Air Pollution Work Order,Resolved,41.88915823706,-87.64294894501
Air Pollution Work Order,NA,41.81137131736,-87.61649750145
Air Pollution Work Order,Alleged violation not found,41.71324291275,-87.55803846898
Service Stations/Storage Tanks Work Order,Alleged violation unfounded,41.92491847043,-87.69727507603
Toxics Hazardous Materials Work Order,NA,41.95620482069,-87.75071059435
Noise Complaint,NA,41.94046475681,-87.64455985719
Noise Complaint,NA,41.83521334733,-87.62048576179
Air Pollution Work Order,NA,41.90536796241,-87.73426545595
Illegal Dumping Work Order,NA,41.77638541673,-87.62697691531
Illegal Dumping Work Order,NA,41.99043184392,-87.71404663664
Noise Complaint,Alleged violation not found,41.96814536983,-87.72666710181
Illegal Dumping Work Order,NA,41.85901847411,-87.62964765722
Noise Complaint,Resolved,41.80619554953,-87.58957828273
Other,NA,41.87459553138,-87.68393649754
Noise Complaint,NA,41.89356067286,-87.61760017879
Illegal Dumping Work Order,NA,41.80688602853,-87.70776586832
Air Pollution Work Order,NA,41.85000050287,-87.72817108406
Noise Complaint,Complaint Valid,41.95402407524,-87.70878612225
Air Pollution Work Order,Alleged violation not found,41.79996449826,-87.75013755195
Air Pollution Work Order,NA,41.9180959345,-87.66294632758
Illegal Dumping Work Order,NA,41.89790852967,-87.71990791237
Construction and Demolition,Resolved,41.91780007936,-87.77557364424
Illegal Dumping Work Order,Alleged violation founded,41.924315311230004,-87.68533486403
Permits Issued by DOE Work Order,NA,41.97779891459,-87.67540396338
Air Pollution Work Order,Resolved,41.8624155434,-87.70429965387
Permits Issued by DOE Work Order,NA,41.85598880488,-87.64027248238
Noise Complaint,NA,41.89306742618,-87.68661766585
Air Pollution Work Order,NA,41.84429607928,-87.72935424034
Air Pollution Work Order,NA,41.99730091733,-87.67053100566
Air Pollution Work Order,NA,41.9617202891,-87.66780590843
Permits Issued by DOE Work Order,NA,41.83776683592,-87.65860128991
Air Pollution Work Order,NA,41.76476453547,-87.64138602341
Illegal Dumping Work Order,NA,41.84330770746,-87.68550216436
Air Pollution Work Order,NA,41.95048055306,-87.73060545056
Illegal Dumping Work Order,NA,41.93292866534,-87.71396576225
Air Pollution Work Order,NA,41.83712401383,-87.71595985487
Toxics Hazardous Materials Work Order,NA,41.913173767,-87.67810667872
Illegal Dumping Work Order,NA,41.83364800978,-87.65088963097
Air Pollution Work Order,NA,41.79787516267,-87.6784425472
Toxics Hazardous Materials Work Order,NA,41.94565274377,-87.77737901778
Noise Complaint,NA,41.87185370522,-87.68603684595
Noise Complaint,NA,41.65793125331,-87.61591740095
Noise Complaint,Alleged violation not found,41.94522663155,-87.70657765296
Air Pollution Work Order,Resolved,41.9500630766,-87.68820298751
Other,NA,41.82254741788,-87.6160774994
Construction and Demolition,Resolved,41.69971875121,-87.62682943534
Air Pollution Work Order,NA,41.82915796038,-87.62666601773
Illegal Dumping Work Order,NA,41.8236889185,-87.63674672218
Permits Issued by DOE Work Order,NA,41.95450141996,-87.65033748121
Other,NA,41.80320390456,-87.74288919321
Asbestos Work Order,NA,42.00462048643,-87.6623449141
Toxics Hazardous Materials Work Order,NA,41.90771890649,-87.63800473867
Noise Complaint,NA,41.89005797151,-87.66269332805
Air Pollution Work Order,Alleged violation not found,41.87948606578,-87.73966132477
Illegal Dumping Work Order,NA,41.91803462296,-87.66868907012
Asbestos Work Order,Resolved,41.942313184,-87.739743106
Air Pollution Work Order,Alleged violation not found,41.80710903503,-87.69307796846
Air Pollution Work Order,NA,41.90169818589,-87.73624760272
Toxics Hazardous Materials Work Order,Resolved,41.93552198335,-87.7293430154
Noise Complaint,NA,41.89470082785,-87.64306657068
Noise Complaint,NA,41.9180216223,-87.65166773548
Air Pollution Work Order,NA,41.95738505417,-87.65316446262
Air Pollution Work Order,NA,41.78382996394,-87.78163949329
Air Pollution Work Order,Alleged violation founded,41.6735171058,-87.57845153439
Air Pollution Work Order,Alleged violation not found,41.72920193704,-87.64481372912
Construction and Demolition,Resolved,41.91780007936,-87.77557364424
Illegal Dumping Work Order,Resolved,41.94741776518,-87.83176830633
Air Pollution Work Order,NA,41.88967691515,-87.68651472758
Illegal Dumping Work Order,NA,41.81444994745,-87.63587875941
Air Pollution Work Order,NA,41.90737604821,-87.62748783553
Noise Complaint,NA,41.89794972364,-87.62424113314
Air Pollution Work Order,NA,41.83278813776,-87.72412097274
Air Pollution Work Order,Resolved,41.94914622699,-87.66392761931
Permits Issued by DOE Work Order,NA,41.98671255588,-87.66487968972
Air Pollution Work Order,Resolved,41.78821341009,-87.6208250494
Toxics Hazardous Materials Work Order,NA,41.92522277467,-87.73929684717
Air Pollution Work Order,NA,42.00501814637,-87.6964912116
Air Pollution Work Order,Alleged violation not found,41.94752947399,-87.67431566568
Air Pollution Work Order,NA,41.70808461169,-87.54341826835
Air Pollution Work Order,NA,41.91741047991,-87.65682313501
Air Pollution Work Order,NA,41.80140026907,-87.59359771511
Noise Complaint,NA,41.87296747272,-87.63344780864
Air Pollution Work Order,NA,41.86940162727,-87.73244600659
Air Pollution Work Order,NA,41.90716939799,-87.64833138908
Other,NA,41.76845490993,-87.66403843301
Noise Complaint,NA,41.94241568942,-87.67815887882
Air Pollution Work Order,NA,41.73274033063,-87.5803282246
Illegal Dumping Work Order,NA,41.81636744667,-87.62717815284
Asbestos Work Order,NA,41.95765245631,-87.75961069474
Noise Complaint,Complaint Valid,41.87341637357,-87.62977671782
Illegal Dumping Work Order,NA,41.83503905514,-87.65978190079
Air Pollution Work Order,NA,41.87519729546,-87.73995838313
Permits Issued by DOE Work Order,NA,41.89312309887,-87.67349622743
Vehicle Idling Work Order,NA,41.90399737869,-87.63130110622
Noise Complaint,NA,41.97659462753,-87.77119692451
Illegal Dumping Work Order,NA,41.9051404747,-87.68939725159
Air Pollution Work Order,NA,41.91446155856,-87.67497037377
Noise Complaint,NA,41.94308264011,-87.78091511706
Illegal Dumping Work Order,NA,41.89379722994,-87.70200421304
Service Stations/Storage Tanks Work Order,NA,41.90217743763,-87.75231663843
Toxics Hazardous Materials Work Order,NA,41.8736343079,-87.62852667939
Toxics Hazardous Materials Work Order,NA,41.93440298708,-87.63680583708
Toxics Hazardous Materials Work Order,NA,41.82480643134,-87.69050128265
Other,NA,41.85044763839,-87.63954429517
Air Pollution Work Order,NA,41.95664136502,-87.664128732059993
Noise Complaint,Complaint Valid,41.878043475,-87.64818021094
Air Pollution Work Order,Alleged violation unfounded,41.95879813741,-87.68076989154
Air Pollution Work Order,NA,41.96823261185,-87.71865106002
Air Pollution Work Order,NA,41.91097572226,-87.64599238792
Air Pollution Work Order,Resolved,41.70713331325,-87.63460844181
Air Pollution Work Order,NA,41.86494552863,-87.68358646206
Air Pollution Work Order,NA,41.93834324256,-87.791069555160007
Toxics Hazardous Materials Work Order,NA,41.82602447456,-87.66724251221
Noise Complaint,NA,41.70626265007,-87.52840753155
Service Stations/Storage Tanks Work Order,NA,41.88191052758,-87.72765093981
Air Pollution Work Order,NA,41.94504231337,-87.64479577902
Illegal Dumping Work Order,NA,41.75401405193,-87.58624129071
Air Pollution Work Order,Alleged violation not found,41.82431800163,-87.67129811507
Air Pollution Work Order,NA,41.89954137736,-87.67099669171
Air Pollution Work Order,Alleged violation not found,41.71864624087,-87.54978447814
Air Pollution Work Order,Alleged violation not found,41.71508303943,-87.59056162054
Noise Complaint,NA,41.90146137011,-87.62751461949
Air Pollution Work Order,Resolved,41.71798550425,-87.5984308667
Air Pollution Work Order,NA,41.7918396025,-87.80088930811
Vehicle Idling Work Order,Alleged violation not found,41.90331198408,-87.67657337107
Illegal Dumping Work Order,NA,41.81474192153,-87.68445355945
Air Pollution Work Order,Alleged violation not found,41.91510057322,-87.65783939127
Air Pollution Work Order,Alleged violation not found,41.70523214335,-87.53876746287
Toxics Hazardous Materials Work Order,Refer to Building Dept,41.88158887881,-87.76308685094
Noise Complaint,Alleged violation not found,41.88157164061,-87.65367270222
Air Pollution Work Order,NA,41.77443898398,-87.76143851514
Air Pollution Work Order,NA,41.89146936494,-87.6445209857
Noise Complaint,Resolved,41.89323545398,-87.63877646775
Air Pollution Work Order,NA,41.79570063655,-87.58269621636
Noise Complaint,Complaint Valid,41.87341637357,-87.62977671782
Asbestos Work Order,NA,41.94676490173,-87.81815999449
Toxics Hazardous Materials Work Order,NA,41.91308945531,-87.66912787002
Recycling Work Order,NA,41.96303186854,-87.67767990018
Permits Issued by DOE Work Order,NA,41.70211438916,-87.56307357236
Noise Complaint,NA,41.95868277437,-87.67500241122
Air Pollution Work Order,Complaint Invalid,41.81847422605,-87.64442477595
Air Pollution Work Order,NA,41.78519267395,-87.76675343233
Illegal Dumping Work Order,NA,41.8285695318,-87.63859706035
Air Pollution Work Order,Alleged violation not found,41.80479166704,-87.70402599117
Noise Complaint,Resolved,41.91633493328,-87.65780458336
Toxics Hazardous Materials Work Order,NA,41.80754670939,-87.74207974972
Air Pollution Work Order,Resolved,41.82298056906,-87.67634351908
Air Pollution Work Order,Complaint Valid,41.70836456038,-87.5366429343
Noise Complaint,NA,41.96833035505,-87.70963070066
Asbestos Work Order,NA,41.74523987686,-87.61623573142
Other,NA,41.84661137311,-87.6755464443
Air Pollution Work Order,NA,41.96860369235,-87.70366658556
Toxics Hazardous Materials Work Order,NA,41.9269248056,-87.79275104807
Illegal Dumping Work Order,NA,41.96805554186,-87.734973076
Air Pollution Work Order,NA,41.83994495408,-87.73036780966
Air Pollution Work Order,NA,41.89471600427,-87.63171614205
Illegal Dumping Work Order,NA,41.76600898111,-87.63822610217
Other,NA,41.82392228609,-87.61858503924
Construction and Demolition,Alleged violation not found,41.83816898039,-87.64512821328
Toxics Hazardous Materials Work Order,NA,41.80237219824,-87.62280535512
Air Pollution Work Order,NA,41.88994002083,-87.62894827231
Noise Complaint,NA,41.91704934092,-87.64712388056
Illegal Dumping Work Order,NA,41.8985777051,-87.62839827393
Construction and Demolition,Alleged violation unfounded,41.81470607802,-87.61844743682
Construction and Demolition,Alleged violation not found,41.90166209328,-87.66583746802
Air Pollution Work Order,Resolved,41.96012529364,-87.69950540141
Noise Complaint,NA,41.79489207445,-87.60248927882
Air Pollution Work Order,Alleged violation not found,41.66611299121,-87.55900308026
Illegal Dumping Work Order,NA,41.8562086013,-87.69420319052
Noise Complaint,NA,41.93271736139,-87.64356390437
Toxics Hazardous Materials Work Order,Complaint Valid,41.75773255154,-87.6637545548
Air Pollution Work Order,NA,41.94084299141,-87.78630852946
Illegal Dumping Work Order,NA,41.8157635657,-87.61991693317
Air Pollution Work Order,NA,41.9606335565,-87.76381678336
Air Pollution Work Order,Alleged violation not found,41.97991022286,-87.77711777534
Air Pollution Work Order,NA,41.99192875595,-87.65529639558
Noise Complaint,NA,41.73146235958,-87.55420237854
Illegal Dumping Work Order,NA,41.82740730634,-87.66651081943
Noise Complaint,Complaint Valid,41.85601886947,-87.62214255489
Air Pollution Work Order,NA,41.95706754256,-87.65476367275
Air Pollution Work Order,NA,41.90009662518,-87.6253593407
Noise Complaint,Complaint Valid,41.9042696585,-87.63737983876
Asbestos Work Order,NA,41.77235137439,-87.71216042697
Noise Complaint,NA,41.90300220268,-87.68178755185
Air Pollution Work Order,Complaint Invalid,41.70378266252,-87.66716851358
Asbestos Work Order,Resolved,41.87989328908,-87.72392592058
Illegal Dumping Work Order,NA,41.8751808648,-87.7410504251
Air Pollution Work Order,NA,41.98912645546,-87.67451456265
Air Pollution Work Order,NA,41.96474156732,-87.68944132934
Construction and Demolition,Complaint Valid,41.84722775142,-87.69197777791
Vehicle Idling Work Order,NA,41.85135255518,-87.73066653298
Construction and Demolition,Resolved,41.95382565616,-87.6673411916
